"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Deep Dictionary Learning","S. Tariyal; A. Majumdar; R. Singh; M. Vatsa","IIIT Delhi, New Delhi, India; IIIT Delhi, New Delhi, India; IIIT Delhi, New Delhi, India; IIIT Delhi, New Delhi, India","IEEE Access","","2016","4","","10096","10109","Two popular representation learning paradigms are dictionary learning and deep learning. While dictionary learning focuses on learning “basis” and “features” by matrix factorization, deep learning focuses on extracting features via learning “weights” or “filter” in a greedy layer by layer fashion. This paper focuses on combining the concepts of these two paradigms by proposing deep dictionary learning and show how deeper architectures can be built using the layers of dictionary learning. The proposed technique is compared with other deep learning approaches, such as stacked autoencoder, deep belief network, and convolutional neural network. Experiments on benchmark data sets show that the proposed technique achieves higher classification and clustering accuracies. On a real-world problem of electrical appliance classification, we show that deep dictionary learning excels where others do not yield at-par performance. We postulate that the proposed formulation can pave the path for a new class of deep learning tools.","","","10.1109/ACCESS.2016.2611583","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7779008","Deep learning;dictionary learning;feature representation","Dictionaries;Feature extraction;Machine learning;Matrix decomposition;Sparse matrices;Neural networks","feature extraction;learning (artificial intelligence);pattern classification;pattern clustering","deep dictionary learning;matrix factorization;feature extraction;greedy layer by layer approach;benchmark data sets;classification accuracies;clustering accuracies;electrical appliance classification","","41","81","","","","","IEEE","IEEE Journals"
"Deep Dynamic Neural Networks for Multimodal Gesture Segmentation and Recognition","D. Wu; L. Pigou; P. Kindermans; N. D. Le; L. Shao; J. Dambre; J. Odobez","Perception and Activity Understanding, IDIAP, Martigny, Valais, Switzerland; ELIS, Ghent University, Gent, Oost-Vlaanderen, Belgium; TU-Berlin, Berlin, Germany; Computer Vision, IDIAP Research Institute, Martigny, Valais, Switzerland; Department of Computer Science and Digital Technologies, Northumbria University, Newcastle upon Tyne; ELIS, Ghent University, Gent, Oost-Vlaanderen, Belgium; Computer Vision, IDIAP Research Institute, Martigny, Valais, Switzerland","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2016","38","8","1583","1597","This paper describes a novel method called Deep Dynamic Neural Networks (DDNN) for multimodal gesture recognition. A semi-supervised hierarchical dynamic framework based on a Hidden Markov Model (HMM) is proposed for simultaneous gesture segmentation and recognition where skeleton joint information, depth and RGB images, are the multimodal input observations. Unlike most traditional approaches that rely on the construction of complex handcrafted features, our approach learns high-level spatiotemporal representations using deep neural networks suited to the input modality: a Gaussian-Bernouilli Deep Belief Network (DBN) to handle skeletal dynamics, and a 3D Convolutional Neural Network (3DCNN) to manage and fuse batches of depth and RGB images. This is achieved through the modeling and learning of the emission probabilities of the HMM required to infer the gesture sequence. This purely data driven approach achieves a Jaccard index score of 0.81 in the ChaLearn LAP gesture spotting challenge. The performance is on par with a variety of state-of-the-art hand-tuned feature-based approaches and other learning-based methods, therefore opening the door to the use of deep learning techniques in order to further explore multimodal time series data.","","","10.1109/TPAMI.2016.2537340","European Unions Horizon 2020 research and innovation programme; Marie Sklodowska-Curie; BMBF; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7423804","Deep learning;convolutional neural networks;deep belief networks;hidden Markov models;gesture recognition","Hidden Markov models;Feature extraction;Neural networks;Gesture recognition;Three-dimensional displays;Data models;Skeleton","feature extraction;gesture recognition;hidden Markov models;image colour analysis;image segmentation;image sequences;learning (artificial intelligence);neural nets;probability;spatiotemporal phenomena","deep dynamic neural networks;multimodal gesture segmentation;multimodal gesture recognition;DDNN;semisupervised hierarchical dynamic framework;hidden Markov model;simultaneous gesture segmentation and recognition;RGB images;depth images;high-level spatio-temporal representations;input modality;Gaussian-Bernouilli deep belief network;Gaussian-Bernouilli DBN;skeletal dynamics;3D convolutional neural network;3DCNN;emission probability learning;HMM;gesture sequence;Jaccard index score;ChaLearn LAP gesture spotting challenge;hand-tuned feature-based approaches;learning-based methods;multimodal time series data","Algorithms;Gestures;Humans;Learning;Neural Networks (Computer);Normal Distribution;Pattern Recognition, Automated","134","68","","","","","IEEE","IEEE Journals"
"Spectral–Spatial Feature Extraction for Hyperspectral Image Classification: A Dimension Reduction and Deep Learning Approach","W. Zhao; S. Du","Institute of Remote Sensing and GIS, Peking University, Beijing, 100871, China; Institute of Remote Sensing and GIS, Peking University, Beijing, 100871, China","IEEE Transactions on Geoscience and Remote Sensing","","2016","54","8","4544","4554","In this paper, we propose a spectral-spatial feature based classification (SSFC) framework that jointly uses dimension reduction and deep learning techniques for spectral and spatial feature extraction, respectively. In this framework, a balanced local discriminant embedding algorithm is proposed for spectral feature extraction from high-dimensional hyperspectral data sets. In the meantime, convolutional neural network is utilized to automatically find spatial-related features at high levels. Then, the fusion feature is extracted by stacking spectral and spatial features together. Finally, the multiple-feature-based classifier is trained for image classification. Experimental results on well-known hyperspectral data sets show that the proposed SSFC method outperforms other commonly used methods for hyperspectral image classification.","","","10.1109/TGRS.2016.2543748","National Natural Science Foundation of China; Weng Hongwu Scientific Research Foundation of Peking University, China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7450160","Balanced local discriminant embedding (BLDE);convolutional neural network (CNN);deep learning (DL);dimension reduction (DR);feature extraction;Balanced local discriminant embedding (BLDE);convolutional neural network (CNN);deep learning (DL);dimension reduction (DR);feature extraction","Feature extraction;Training;Hyperspectral imaging;Machine learning;Algorithm design and analysis","feature extraction;hyperspectral imaging;image classification","spectral-spatial feature extraction;hyperspectral image classification;deep learning approach;dimension reduction approach;spectral-spatial feature based classification framework;SSFC framework;deep learning techniques;balanced local discriminant embedding algorithm;high-dimensional hyperspectral data sets;convolutional neural network;fusion feature","","260","34","","","","","IEEE","IEEE Journals"
"A Deep Learning Framework of Quantized Compressed Sensing for Wireless Neural Recording","B. Sun; H. Feng; K. Chen; X. Zhu","School of Electrical Engineering and Automation, Tianjin University, Tianjin, China; School of Electrical Engineering and Automation, Tianjin University, Tianjin, China; School of Electrical Engineering and Automation, Tianjin University, Tianjin, China; School of Electrical Engineering and Automation, Tianjin University, Tianjin, China","IEEE Access","","2016","4","","5169","5178","In low-power wireless neural recording tasks, signals must be compressed before transmission to extend battery life. Recently, compressed sensing (CS) theory has successfully demonstrated its potential in neural recording applications. In this paper, a deep learning framework of quantized CS, termed BW-NQ-DNN, is proposed, which consists of a binary measurement matrix, a non-uniform quantizer, and a non-iterative recovery solver. By training the BW-NQ-DNN, the three parts are jointly optimized. Experimental results on synthetic and real datasets reveal that BW-NQ-DNN not only drastically reduce the transmission bits but also outperforms the state-of-the-art CS-based methods. On the challenging high compression ratio task, the proposed approach still achieves high recovery performance and spike classification accuracy. This framework is of great values to wireless neural recoding devices, and many variants can be straightforwardly derived for low-power wireless telemonitoring applications.","","","10.1109/ACCESS.2016.2604397","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7560597","Wireless neural recording;quantized compressive sensing;non-uniform quantization;deep learning","Low power electronics;Wireless sensor networks;Wireless communication;Compressed sensing;Machine learning;Battery charge measurement;Deep learning","bioelectric phenomena;compressed sensing;learning (artificial intelligence);medical signal processing;neurophysiology","low-power wireless telemonitoring;wireless neural recoding devices;high recovery performance;spike classification accuracy;noniterative recovery solver;no-uniform quantizer;binary measurement matrix;BW-NQ-DNN;signal compression;wireless neural recording;quantized compressed sensing;deep learning","","16","50","","","","","IEEE","IEEE Journals"
"Deep Learning Driven Visual Path Prediction From a Single Image","S. Huang; X. Li; Z. Zhang; Z. He; F. Wu; W. Liu; J. Tang; Y. Zhuang","College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Tencent AI Laboratory, Shenzhen, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China","IEEE Transactions on Image Processing","","2016","25","12","5892","5904","Capabilities of inference and prediction are the significant components of visual systems. Visual path prediction is an important and challenging task among them, with the goal to infer the future path of a visual object in a static scene. This task is complicated as it needs high-level semantic understandings of both the scenes and underlying motion patterns in video sequences. In practice, cluttered situations have also raised higher demands on the effectiveness and robustness of models. Motivated by these observations, we propose a deep learning framework, which simultaneously performs deep feature learning for visual representation in conjunction with spatiotemporal context modeling. After that, a unified path-planning scheme is proposed to make accurate path prediction based on the analytic results returned by the deep context models. The highly effective visual representation and deep context models ensure that our framework makes a deep semantic understanding of the scenes and motion patterns, consequently improving the performance on visual path prediction task. In experiments, we extensively evaluate the model's performance by constructing two large benchmark datasets from the adaptation of video tracking datasets. The qualitative and quantitative experimental results show that our approach outperforms the state-of-the-art approaches and owns a better generalization capability.","","","10.1109/TIP.2016.2613686","National Natural Science Foundation of China; Zhejiang Provincial Engineering Center on Media Data Cloud Processing and Analysis; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7576681","Visual path prediction;visual context model;convolutional neural networks;deep learning","Visualization;Context modeling;Context;Adaptation models;Predictive models;Semantics;Machine learning","feature extraction;image motion analysis;image representation;image sequences;learning (artificial intelligence);video signal processing","visual path prediction;high-level semantic;motion pattern;video sequence;deep learning framework;deep feature learning;visual representation;spatiotemporal context modeling;unified path-planning scheme;video tracking dataset","","13","51","","","","","IEEE","IEEE Journals"
"Machine Learning in Genomic Medicine: A Review of Computational Problems and Data Sets","M. K. K. Leung; A. Delong; B. Alipanahi; B. J. Frey","NA; NA; NA; NA","Proceedings of the IEEE","","2016","104","1","176","197","In this paper, we provide an introduction to machine learning tasks that address important problems in genomic medicine. One of the goals of genomic medicine is to determine how variations in the DNA of individuals can affect the risk of different diseases, and to find causal explanations so that targeted therapies can be designed. Here we focus on how machine learning can help to model the relationship between DNA and the quantities of key molecules in the cell, with the premise that these quantities, which we refer to as cell variables, may be associated with disease risks. Modern biology allows high-throughput measurement of many such cell variables, including gene expression, splicing, and proteins binding to nucleic acids, which can all be treated as training targets for predictive models. With the growing availability of large-scale data sets and advanced computational techniques such as deep learning, researchers can help to usher in a new era of effective genomic medicine.","","","10.1109/JPROC.2015.2494198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7347331","Computational biology;deep learning;genetic variants;genome analysis;genome biology;genomic medicine;machine learning;precision medicine;Computational biology;deep learning;genetic variants;genome analysis;genome biology;genomic medicine;machine learning;precision medicine","Genomics;Bioinformatics;Big data;Diseases;Medical treatment;Machine learning","cellular biophysics;diseases;DNA;genetics;genomics;learning (artificial intelligence);medical computing;medicine","deep learning;large-scale data sets;nucleic acids;proteins;gene splicing;gene expression;high-throughput measurement;disease risks;cell variables;DNA variations;genomic medicine;machine learning","","70","231","","","","","IEEE","IEEE Journals"
"Learning Hierarchical Spectral–Spatial Features for Hyperspectral Image Classification","Y. Zhou; Y. Wei","Department of Computer and Information Science, University of Macau, Macau, China; School of Educational Information Technology, Central China Normal University, Wuhan, China","IEEE Transactions on Cybernetics","","2016","46","7","1667","1678","This paper proposes a spectral-spatial feature learning (SSFL) method to obtain robust features of hyperspectral images (HSIs). It combines the spectral feature learning and spatial feature learning in a hierarchical fashion. Stacking a set of SSFL units, a deep hierarchical model called the spectral-spatial networks (SSN) is further proposed for HSI classification. SSN can exploit both discriminative spectral and spatial information simultaneously. Specifically, SSN learns useful high-level features by alternating between spectral and spatial feature learning operations. Then, kernel-based extreme learning machine (KELM), a shallow neural network, is embedded in SSN to classify image pixels. Extensive experiments are performed on two benchmark HSI datasets to verify the effectiveness of SSN. Compared with state-of-the-art methods, SSN with a deep hierarchical architecture obtains higher classification accuracy in terms of the overall accuracy, average accuracy, and kappa (κ) coefficient of agreement, especially when the number of the training samples is small.","","","10.1109/TCYB.2015.2453359","Macau Science and Technology Development Fund; Research Committee at the University of Macau; Fundamental Research Funds for the Central Universities; Wuhan Science and Technology Plan Project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7169539","Hierarchical learning;hyperspectral image classification;kernel-based extreme learning machine;spectral-spatial feature;Hierarchical learning;hyperspectral image classification;kernel-based extreme learning machine;spectral–spatial feature","Training;Feature extraction;Machine learning;Accuracy;Hyperspectral sensors;Support vector machines;Learning systems","feature extraction;hyperspectral imaging;image classification;learning (artificial intelligence);neural nets","hierarchical spectral-spatial feature learning;SSFL method;hyperspectral image classification;HSI;deep hierarchical model;spectral-spatial networks;SSN;kernel-based extreme learning machine;KELM;shallow neural network;image pixel classification;HSI datasets;deep hierarchical architecture;kappa coefficient","","38","63","","","","","IEEE","IEEE Journals"
"Droiddetector: android malware characterization and detection using deep learning","Z. Yuan; Y. Lu; Y. Xue","Department of Automation and Research Institute of Information Technology (RIIT), Tsinghua University, Beijing 100084, China; Department of Antivirus, Baidu Inc., Beijing 100085, China; Research Institute of Information Technology (RIIT) and Tsinghua National Lab for Information Science and Technology (TNList), Tsinghua University, Beijing 100084, China","Tsinghua Science and Technology","","2016","21","1","114","123","Smartphones and mobile tablets are rapidly becoming indispensable in daily life. Android has been the most popular mobile operating system since 2012. However, owing to the open nature of Android, countless malwares are hidden in a large number of benign apps in Android markets that seriously threaten Android security. Deep learning is a new area of machine learning research that has gained increasing attention in artificial intelligence. In this study, we propose to associate the features from the static analysis with features from dynamic analysis of Android apps and characterize malware using deep learning techniques. We implement an online deep-learning-based Android malware detection engine (DroidDetector) that can automatically detect whether an app is a malware or not. With thousands of Android apps, we thoroughly test DroidDetector and perform an indepth analysis on the features that deep learning essentially exploits to characterize malware. The results show that deep learning is suitable for characterizing Android malware and especially effective with the availability of more training data. DroidDetector can achieve 96.76% detection accuracy, which outperforms traditional machine learning techniques. An evaluation of ten popular anti-virus softwares demonstrates the urgency of advancing our capabilities in Android malware detection.","","","10.1109/TST.2016.7399288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7399288","Android security;malware detection;characterization;deep learning;association rules mining","Malware;Androids;Humanoid robots;Machine learning;Feature extraction;Smart phones;Google","Android (operating system);data mining;invasive software;learning (artificial intelligence);mobile computing;notebook computers;program diagnostics;smart phones","DroidDetector;Android malware characterization;online deep-learning-based Android malware detection engine;smartphones;mobile tablets;mobile operating system;benign apps;Android markets;Android security;machine learning research;static analysis;Android apps dynamic analysis;anti virus softwares;association rules mining","","37","","","","","","TUP","TUP Journals"
"Learning Depth from Single Monocular Images Using Deep Convolutional Neural Fields","F. Liu; C. Shen; G. Lin; I. Reid","School of Computer Science, The University of Adelaide, Australia; ARC Centre of Excellence for Robotic Vision and the School of Computer Science, The University of Adelaide, Australia; ARC Centre of Excellence for Robotic Vision and the School of Computer Science, The University of Adelaide, Australia; ARC Centre of Excellence for Robotic Vision and the School of Computer Science, The University of Adelaide, Australia","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2016","38","10","2024","2039","In this article, we tackle the problem of depth estimation from single monocular images. Compared with depth estimation using multiple images such as stereo depth perception, depth from monocular images is much more challenging. Prior work typically focuses on exploiting geometric priors or additional sources of information, most using hand-crafted features. Recently, there is mounting evidence that features from deep convolutional neural networks (CNN) set new records for various vision applications. On the other hand, considering the continuous characteristic of the depth values, depth estimation can be naturally formulated as a continuous conditional random field (CRF) learning problem. Therefore, here we present a deep convolutional neural field model for estimating depths from single monocular images, aiming to jointly explore the capacity of deep CNN and continuous CRF. In particular, we propose a deep structured learning scheme which learns the unary and pairwise potentials of continuous CRF in a unified deep CNN framework. We then further propose an equally effective model based on fully convolutional networks and a novel superpixel pooling method, which is about 10 times faster, to speedup the patch-wise convolutions in the deep model. With this more efficient model, we are able to design deeper networks to pursue better performance. Our proposed method can be used for depth estimation of general scenes with no geometric priors nor any extra information injected. In our case, the integral of the partition function can be calculated in a closed form such that we can exactly solve the log-likelihood maximization. Moreover, solving the inference problem for predicting depths of a test image is highly efficient as closed-form solutions exist. Experiments on both indoor and outdoor scene datasets demonstrate that the proposed method outperforms state-of-the-art depth estimation approaches.","","","10.1109/TPAMI.2015.2505283","ARC Future Fellowship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7346484","Depth estimation;conditional random field (CRF);deep convolutional neural networks (CNN);fully convolutional networks;superpixel pooling","Estimation;Semantics;Training;Labeling;Optimization;Approximation methods;Neural networks","learning (artificial intelligence);neural nets;stereo image processing","learning depth;single monocular images;deep convolutional neural field model;depth estimation problem;stereo depth perception;hand-crafted features;continuous conditional random field learning problem;CRF learning problem;continuous CRF;deep CNN capacity;deep structured learning scheme;unified deep CNN framework;superpixel pooling method;patch-wise convolutions;partition function;log-likelihood maximization;closed-form solutions;outdoor scene datasets;inference problem","","232","39","","","","","IEEE","IEEE Journals"
"A Deep Ensemble Learning Method for Monaural Speech Separation","X. Zhang; D. Wang","Department of Computer Science and Engineering and the Center for Cognitive and Brain Sciences, The Ohio State University, Columbus, OH, USA; Department of Computer Science and Engineering and the Center for Cognitive and Brain Sciences, The Ohio State University, Columbus, OH, USA","IEEE/ACM Transactions on Audio, Speech, and Language Processing","","2016","24","5","967","977","Monaural speech separation is a fundamental problem in robust speech processing. Recently, deep neural network (DNN)-based speech separation methods, which predict either clean speech or an ideal time-frequency mask, have demonstrated remarkable performance improvement. However, a single DNN with a given window length does not leverage contextual information sufficiently, and the differences between the two optimization objectives are not well understood. In this paper, we propose a deep ensemble method, named multicontext networks, to address monaural speech separation. The first multicontext network averages the outputs of multiple DNNs whose inputs employ different window lengths. The second multicontext network is a stack of multiple DNNs. Each DNN in a module of the stack takes the concatenation of original acoustic features and expansion of the soft output of the lower module as its input, and predicts the ratio mask of the target speaker; the DNNs in the same module employ different contexts. We have conducted extensive experiments with three speech corpora. The results demonstrate the effectiveness of the proposed method. We have also compared the two optimization objectives systematically and found that predicting the ideal time-frequency mask is more efficient in utilizing clean training speech, while predicting clean speech is less sensitive to SNR variations.","","","10.1109/TASLP.2016.2536478","AFOSR; NIDCD; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7422753","Deep neural networks;ensemble learning;mapping-based separation;masking-based separation;monaural speech separation;multi-context networks;Deep neural networks;ensemble learning;mapping-based separation;masking-based separation;monaural speech separation;multicontext networks","Speech;Training;Speech processing;Optimization;Signal to noise ratio;Context;Acoustics","learning (artificial intelligence);neural nets;optimisation;speech processing","deep ensemble learning method;Monaural speech separation;robust speech processing;deep neural network;DNN;speech separation methods;ideal time frequency mask;window length;contextual information;optimization objectives;multicontext networks;target speaker;speech corpora","","68","40","","","","","IEEE","IEEE Journals"
"Deep and Structured Robust Information Theoretic Learning for Image Analysis","Y. Deng; F. Bao; X. Deng; R. Wang; Y. Kong; Q. Dai","Automation Department, Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China; Automation Department, Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China; Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; School of Computer Science and Engineering, Southeast University, Nanjing, China; Automation Department, Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China","IEEE Transactions on Image Processing","","2016","25","9","4209","4221","This paper presents a robust information theoretic (RIT) model to reduce the uncertainties, i.e., missing and noisy labels, in general discriminative data representation tasks. The fundamental pursuit of our model is to simultaneously learn a transformation function and a discriminative classifier that maximize the mutual information of data and their labels in the latent space. In this general paradigm, we, respectively, discuss three types of the RIT implementations with linear subspace embedding, deep transformation, and structured sparse learning. In practice, the RIT and deep RIT are exploited to solve the image categorization task whose performances will be verified on various benchmark data sets. The structured sparse RIT is further applied to a medical image analysis task for brain magnetic resonance image segmentation that allows group-level feature selections on the brain tissues.","","","10.1109/TIP.2016.2588330","National Natural Science Foundation of China; National Science Foundation of Jiangsu Province, China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7506023","Data embedding;mutual information;deep learning;structured-sparse learning;image classification;brain MRI segmentation","Mutual information;Robustness;Entropy;Uncertainty;Data models;Probability density function;Noise measurement","biological tissues;image segmentation;learning (artificial intelligence);magnetic resonance imaging;medical image processing","deep robust information theoretic learning;structured robust information theoretic learning;image analysis;robust information theoretic model;transformation function;discriminative classifier;RIT implementations;linear subspace embedding;deep transformation;image categorization task;medical image analysis;brain magnetic resonance image segmentation;group-level feature selections;brain tissues","","5","55","","","","","IEEE","IEEE Journals"
"Deep Fusion of Multiple Semantic Cues for Complex Event Recognition","X. Zhang; H. Zhang; Y. Zhang; Y. Yang; M. Wang; H. Luan; J. Li; T. Chua","Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; School of Computing, National University of Singapore, Singapore; Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China; Department of Computer Science and Technology, Tsinghua University, Beijing, China; Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; School of Computing, National University of Singapore, Singapore","IEEE Transactions on Image Processing","","2016","25","3","1033","1046","We present a deep learning strategy to fuse multiple semantic cues for complex event recognition. In particular, we tackle the recognition task by answering how to jointly analyze human actions (who is doing what), objects (what), and scenes (where). First, each type of semantic features (e.g., human action trajectories) is fed into a corresponding multi-layer feature abstraction pathway, followed by a fusion layer connecting all the different pathways. Second, the correlations of how the semantic cues interacting with each other are learned in an unsupervised cross-modality autoencoder fashion. Finally, by fine-tuning a large-margin objective deployed on this deep architecture, we are able to answer the question on how the semantic cues of who, what, and where compose a complex event. As compared with the traditional feature fusion methods (e.g., various early or late strategies), our method jointly learns the essential higher level features that are most effective for fusion and recognition. We perform extensive experiments on two real-world complex event video benchmarks, MED'11 and CCV, and demonstrate that our method outperforms the best published results by 21% and 11%, respectively, on an event recognition task.","","","10.1109/TIP.2015.2511585","National High Technology Research and Development Program of China; National University of Singapore-Tsinghua Extreme Search Project; National Nature Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7364255","multimedia event recognition;deep learning;fusion;Multimedia event recognition;deep learning;fusion","Semantics;Correlation;Fuses;Feature extraction;Training;Machine learning;Kernel","feature extraction;image fusion;image motion analysis;image recognition;learning (artificial intelligence);video signal processing","deep fusion;multiple semantic cues;complex event recognition;deep learning strategy;human actions;semantic features;multilayer feature abstraction pathway;fusion layer;feature fusion methods","","30","48","","","","","IEEE","IEEE Journals"
"Wishart Deep Stacking Network for Fast POLSAR Image Classification","L. Jiao; F. Liu","Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, International Research Center for Intelligent Perception and Computation, School of Electronic Engineering, Xidian University, Xi’an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, International Research Center for Intelligent Perception and Computation, School of Electronic Engineering, Xidian University, Xi’an, China","IEEE Transactions on Image Processing","","2016","25","7","3273","3286","Inspired by the popular deep learning architecture, deep stacking network (DSN), a specific deep model for polarimetric synthetic aperture radar (POLSAR) image classification is proposed in this paper, which is named Wishart DSN (W-DSN). First of all, a fast implementation of Wishart distance is achieved by a special linear transformation, which speeds up the classification of POLSAR image and makes it possible to use this polarimetric information in the following neural network (NN). Then, a single-hidden-layer NN based on the fast Wishart distance is defined for POLSAR image classification, which is named Wishart network (WN) and improves the classification accuracy. Finally, a multi-layer NN is formed by stacking WNs, which is in fact the proposed deep learning architecture W-DSN for POLSAR image classification and improves the classification accuracy further. In addition, the structure of WN can be expanded in a straightforward way by adding hidden units if necessary, as well as the structure of the W-DSN. As a preliminary exploration on formulating specific deep learning architecture for POLSAR image classification, the proposed methods may establish a simple but clever connection between POLSAR image interpretation and deep learning. The experiment results tested on real POLSAR image show that the fast implementation of Wishart distance is very efficient (a POLSAR image with 768 000 pixels can be classified in 0.53 s), and both the single-hidden-layer architecture WN and the deep learning architecture W-DSN for POLSAR image classification perform well and work efficiently.","","","10.1109/TIP.2016.2567069","National Basic Research Program (973 Program) of China; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7468458","Deep Stacking Network (DSN);POLSAR image classification;Wishart Network (WN);Wishart Deep Stacking Network (W-DSN);Deep stacking network (DSN);POLSAR image classification;Wishart network (WN);Wishart deep stacking network (W-DSN)","Machine learning;Stacking;Covariance matrices;Training;Artificial neural networks;Labeling","image classification;learning (artificial intelligence);neural nets;radar imaging;radar polarimetry;synthetic aperture radar","W-DSN;polarimetric synthetic aperture radar image classification;POLSAR image classification;deep learning architecture;neural network;Wishart deep stacking network","","37","38","","","","","IEEE","IEEE Journals"
"Learning Cascaded Deep Auto-Encoder Networks for Face Alignment","R. Weng; J. Lu; Y. Tan; J. Zhou","School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Department of Automation, Tsinghua University, Beijing, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Department of Automation, Tsinghua University, Beijing, China","IEEE Transactions on Multimedia","","2016","18","10","2066","2078","In this paper, we propose a new cascaded deep auto-encoder networks (CDAN) approach for face alignment. Our framework consists of a global exemplar-based deep auto-encoder network (GEDAN) and a series of localized deep auto-encoder networks (LDAN) in a cascaded fashion. The global network takes a low-resolution holistic facial image as input and generates a preliminary facial landmark configuration. The following localized networks sample pose-indexed local features around current landmark positions, and refine the landmark positions with increasingly higher image resolutions. Our network architectures are designed to achieve greater robustness against pose variations as well as higher landmark estimation accuracy. Experimental results on three datasets show that the proposed approach achieves superior alignment accuracy with real-time speed.","","","10.1109/TMM.2016.2591508","National Key Research and Development Program of China; National Natural Science Foundation of China; National Basic Research Program of China; Ministry of Education of China; Tsinghua University Initiative Scientific Research Program; National Research Foundation; Prime Minister's Office, Singapore; IDM Futures Funding Initiative and administered; IDM Programme Office at the Rapid-Rich Object Search Laboratory, Nanyang Technological University, Singapore; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7513378","Auto-encoder;deep learning;face alignment","Face;Feature extraction;Shape;Machine learning;Face recognition;Image resolution;Real-time systems","face recognition;feature extraction;image resolution;learning (artificial intelligence);pose estimation","deep learning;face alignment;cascaded deep auto-encoder networks;CDAN;global exemplar-based deep auto-encoder network;GEDAN;localized deep auto-encoder networks;LDAN;global network;low-resolution holistic facial image;facial landmark configuration;pose-indexed local features;landmark positions;image resolutions;network architectures;pose variations;landmark estimation accuracy","","20","51","","","","","IEEE","IEEE Journals"
