"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Online feature extraction for the incremental learning of gestures in human-swarm interaction","J. Nagi; A. Giusti; F. Nagi; L. M. Gambardella; G. A. Di Caro","Dalle Molle Institute for Artificial Intelligence (IDSIA), Lugano, Switzerland; Dalle Molle Institute for Artificial Intelligence (IDSIA), Lugano, Switzerland; Department of Mechanical Engineering, University Tenaga Nasional (UNITEN), Putrajaya, Malaysia; Dalle Molle Institute for Artificial Intelligence (IDSIA), Lugano, Switzerland; Dalle Molle Institute for Artificial Intelligence (IDSIA), Lugano, Switzerland","2014 IEEE International Conference on Robotics and Automation (ICRA)","","2014","","","3331","3338","We present a novel approach for the online learning of hand gestures in swarm robotic (multi-robot) systems. We address the problem of online feature learning by proposing Convolutional Max-Pooling (CMP), a simple feed-forward two-layer network derived from the deep hierarchical Max-Pooling Convolutional Neural Network (MPCNN). To learn and classify gestures in an online and incremental fashion, we employ a 2nd order online learning method, namely the Soft-Confidence Weighted (SCW) learning scheme. In order for all robots to collectively take part in the learning and recognition task and obtain a swarm-level classification, we build a distributed consensus by fusing the individual decision opinions of robots together with the individual weights generated from multiple classifiers. Accuracy, robustness, and scalability of obtained solutions have been verified through emulation experiments performed on a large data set of real data acquired by a networked swarm of robots.","","","10.1109/ICRA.2014.6907338","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6907338","","Robot sensing systems;Image segmentation;Feature extraction;Vectors;Neural networks;Robustness","feature extraction;human-robot interaction;image classification;learning (artificial intelligence);multi-robot systems;object recognition;recurrent neural nets;robot vision","online feature extraction;gesture incremental learning;human-swarm interaction;hand gesture online feature learning;swarm robotic system;multirobot systems;convolutional max-pooling;CMP;feed-forward two-layer network;deep hierarchical max-pooling convolutional neural network;MPCNN;2nd order online learning method;soft-confidence weighted learning scheme;SCW learning scheme;recognition task;swarm-level classification;distributed consensus;classifiers;robot networked swarm","","5","34","","","","","IEEE","IEEE Conferences"
"Recognizing deep grammatical information during reading from event related fMRI","H. Shalelashvili; T. Bitan; A. Frid; H. Hazan; S. Hertz; Y. Weiss; L. M. Manevitz","University of Haifa, Israel; University of Haifa, Israel; University of Haifa, Israel; University of Haifa, Israel; University of Haifa, Israel; University of Haifa, Israel; University of Haifa, Israel","2014 IEEE 28th Convention of Electrical & Electronics Engineers in Israel (IEEEI)","","2014","","","1","4","This experiment was designed to see if information related to linguistic characteristics of read text can be deduced from fMRI data via machine learning techniques. Individuals were scanned while reading text the size of words in loud reading. Three experiments were performed corresponding to different degrees of grammatical complexity that is performed during loud reading: (1) words and pseudo-words were presented to subjects; (2) words with diacritical marking and words without diacritical markings were presented to subjects; (3) Hebrew words with Hebrew root and Hebrew words without Hebrew root were presented to subjects. The working hypothesis was that the more complex the needed grammatical processing needed, the more difficult it should be to perform the classification at the level of temporal and spatial resolution given by an fMRI signal. We were able to accomplish the first task completely. The second and third task did not succeed when all the data is used simultaneously. However, the third task was successful when training and testing was done within a continuous scanning run. (The experimental protocol did not allow this for the second task.) This does establish that complex linguistic information is decodable from fMRI scans. On the other hand, the need to restrict to the intra-run situation indicates that additional work is needed to compensate for distortions introduced between scanning runs.","","","10.1109/EEEI.2014.7005833","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7005833","Functional magnetic resonance imaging (fMRI);Multivoxel pattern analysis (MVPA);Machine Learning;Pattern Matching;Neural Networks;Cognitive Processing","Biological neural networks;Training;Testing;Reliability;Noise;Neurons;Standards","biomedical MRI;cognition;linguistics","deep grammatical information;event related fMRI;linguistic characteristics;read text;machine learning techniques;loud reading;grammatical complexity;pseudowords;diacritical marking;Hebrew words;Hebrew root;fMRI signal temporal resolution;fMRI signal spatial resolution","","2","7","","","","","IEEE","IEEE Conferences"
"Deep Embedding Network for Clustering","P. Huang; Y. Huang; W. Wang; L. Wang","Center for Res. on Intell. Perception & Comput. (CRIPAC), Inst. of Autom., Beijing, China; Center for Res. on Intell. Perception & Comput. (CRIPAC), Inst. of Autom., Beijing, China; Center for Res. on Intell. Perception & Comput. (CRIPAC), Inst. of Autom., Beijing, China; Center for Res. on Intell. Perception & Comput. (CRIPAC), Inst. of Autom., Beijing, China","2014 22nd International Conference on Pattern Recognition","","2014","","","1532","1537","Clustering is a fundamental technique widely used for exploring the inherent data structure in pattern recognition and machine learning. Most of the existing methods focus on modeling the similarity/dissimilarity relationship among instances, such as k-means and spectral clustering, and ignore to extract more effective representation for clustering. In this paper, we propose a deep embedding network for representation learning, which is more beneficial for clustering by considering two constraints on learned representations. We first utilize a deep auto encoder to learn the reduced representations from the raw data. To make the learned representations suitable for clustering, we first impose a locality-persevering constraint on the learned representations, which aims to embed original data into its underlying manifold space. Then, different from spectral clustering which extracts representations from the block diagonal similarity matrix, we apply a group sparsity constraint for the learned representations, and aim to learn block diagonal representations in which the nonzero groups correspond to its cluster. After obtaining the learned representations, we use k-means to cluster them. To evaluate the proposed deep embedding network, we compare its performance with k-means and spectral clustering on three commonly-used datasets. The experiments demonstrate that the proposed method achieves promising performance.","","","10.1109/ICPR.2014.272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6976982","","Neural networks;Clustering methods;Image reconstruction;Clustering algorithms;Linear programming;Manifolds","data handling;data structures;learning (artificial intelligence);matrix algebra;pattern clustering","deep embedding network;pattern clustering;data structure;pattern recognition;machine learning;spectral clustering;learning representation;locality persevering constraint;manifold space;block diagonal similarity matrix","","18","30","","","","","IEEE","IEEE Conferences"
"Transfer learning for Latin and Chinese characters with Deep Neural Networks","D. C. Cireşan; U. Meier; J. Schmidhuber","IDSIA, USI-SUPSI, Manno, Switzerland, 6928; IDSIA, USI-SUPSI, Manno, Switzerland, 6928; IDSIA, USI-SUPSI, Manno, Switzerland, 6928","The 2012 International Joint Conference on Neural Networks (IJCNN)","","2012","","","1","6","We analyze transfer learning with Deep Neural Networks (DNN) on various character recognition tasks. DNN trained on digits are perfectly capable of recognizing uppercase letters with minimal retraining. They are on par with DNN fully trained on uppercase letters, but train much faster. DNN trained on Chinese characters easily recognize uppercase Latin letters. Learning Chinese characters is accelerated by first pretraining a DNN on a small subset of all classes and then continuing to train on all classes. Furthermore, pretrained nets consistently outperform randomly initialized nets on new tasks with few labeled data.","","","10.1109/IJCNN.2012.6252544","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6252544","","Training;Neurons;Error analysis;Feature extraction;NIST;Artificial neural networks","character recognition;learning (artificial intelligence);natural language processing;neural nets","transfer learning;Latin characters;Chinese characters;deep neural networks;character recognition tasks;uppercase letters;minimal retraining;pretrained nets","","44","20","","","","","IEEE","IEEE Conferences"
"SAR target recognition based on deep learning","S. Chen; H. Wang","Key Laboratory for Information Sciences of Electromagnetic Waves (MoE), Fudan University, Shanghai, China; Key Laboratory for Information Sciences of Electromagnetic Waves (MoE), Fudan University, Shanghai, China","2014 International Conference on Data Science and Advanced Analytics (DSAA)","","2014","","","541","547","Deep learning algorithms such as convolutional neural networks (CNN) have been successfully applied in computer vision. This paper attempts to adapt the optical camera-oriented CNN to its microwave counterpart, i.e. synthetic aperture radar (SAR). As a preliminary study, a single layer of convolutional neural network is used to automatically learn features from SAR images. Instead of using the classical backpropagation algorithm, the convolution kernel is trained on randomly sampled image patches using unsupervised sparse auto-encoder. After convolution and pooling, an input SAR image is then transformed into a series of feature maps. These feature maps are then used to train a final softmax classifier. Initial experiments on MSTAR public data set show that an accuracy of 90.1% can be achieved on three types of targets classification task, and an accuracy of 84.7% is achievable on ten types of targets classification task.","","","10.1109/DSAA.2014.7058124","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7058124","Convolutional Neural Network;sparse auto-encoder;Synthetic Aperture Radar;Automatic Target Recognition","Feature extraction;Synthetic aperture radar;Convolution;Training;Kernel;Adaptive optics;Optical imaging","cameras;computer vision;convolution;feature extraction;image classification;image coding;image sampling;learning (artificial intelligence);neural nets;radar computing;radar imaging;radar target recognition;synthetic aperture radar","SAR target recognition;deep learning algorithms;convolutional neural networks;computer vision;optical camera-oriented CNN;microwave counterpart;synthetic aperture radar;SAR image features;convolution kernel;randomly sampled image patches;unsupervised sparse auto-encoder;pooling;feature maps;softmax classifier;MSTAR public data set;targets classification task","","44","19","","","","","IEEE","IEEE Conferences"
"Face recognition using Deep PCA","V. E. Liong; J. Lu; G. Wang","Advanced Digital Sciences Center, Singapore; Advanced Digital Sciences Center, Singapore; Advanced Digital Sciences Center, Singapore","2013 9th International Conference on Information, Communications & Signal Processing","","2013","","","1","5","In this paper, we propose a new deep learning method called Deep PCA (DPCA) for face recognition. Our method performs deep learning through hierarchically projecting face image vectors to different feature subspaces and obtaining the representations from different projections. Specifically, we perform a two-layer ZCA whitening plus PCA structure for learning hierarchical features. The whole feature representation of each face image can be extracted by concatenating the representations from the first and second layers. Our approach learns deep representations from the data, by utilizing information from the first layer to produce a new and different representation, making it more discriminative. Experimental results on the widely used FERET and AR databases are presented to show the efficiency of the proposed approach.","","","10.1109/ICICS.2013.6782777","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6782777","","Principal component analysis;Face;Face recognition;Databases;Vectors;Computer vision","face recognition;learning (artificial intelligence);principal component analysis","face recognition;deep PCA;DPCA;deep learning method;face image vectors;feature subspaces;ZCA whitening;PCA structure;feature representation;face image","","7","27","","","","","IEEE","IEEE Conferences"
"A content manager for a complex multimodal robotic management: the Robo-eLC case","G. La Russa; V. Shirikov; E. Sutinen","Dept. of Comput. Sci., Joensuu Univ., Finland; Dept. of Comput. Sci., Joensuu Univ., Finland; Dept. of Comput. Sci., Joensuu Univ., Finland","Fifth IEEE International Conference on Advanced Learning Technologies (ICALT'05)","","2005","","","7","9","Implementing new technologies in adaptable robotic appliances based on multidisciplinary approaches creates at least a twofold problem: to properly design the multifaceted robotic behavior and to render as simplified as possibly the maintenance and monitoring of its components. In this article is described an adopted solution for managing a robotic appliance meant for e-learning and e-commerce application, the Robo-eLC. The designed tutoring interface constitutes a learning interface for nonexperts that need to re-design and control the robotic behaviors. By constructing the robotic learning elements, the non-experts acquire, step by step, a deep understanding of ICT means and e-learning contents, becoming in a short period experts of the learning systems they have to manage. The robot, capable of incentivizing customers' interaction via its multimodal interface, can help them in making thoughtful money operations (i.e. donations for chanty activities in the test cases of the ongoing research).","","","10.1109/ICALT.2005.3","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1508592","","Content management;Robots;Computer aided software engineering;Home appliances;Cognitive robotics;User interfaces;Graphical user interfaces;Java;XML;Electronic learning","robots;computer aided instruction;electronic commerce;user interfaces;content management","content manager;complex multimodal robotic management;Robo-eLC;adaptable robotic appliances;multifaceted robotic behavior;e-learning;e-commerce;tutoring interface;learning interface;robotic learning;multimodal interface","","","9","","","","","IEEE","IEEE Conferences"
"Learning Abstract Behaviors with the Hierarchical Incremental Gaussian Mixture Network","R. de Pontes Pereira; P. M. Engel; R. C. Pinto","Inf. Inst., Univ. Fed. do Rio Grande do Sul, Porto Alegre, Brazil; Inf. Inst., Univ. Fed. do Rio Grande do Sul, Porto Alegre, Brazil; Inf. Inst., Univ. Fed. do Rio Grande do Sul, Porto Alegre, Brazil","2012 Brazilian Symposium on Neural Networks","","2012","","","131","135","This paper presents a new probabilistic hierarchical model, called HIGMN (Hierarchical Incremental Gaussian Mixture Network), which is based on ideas presented by Deep Architectures. The proposed model, composed by layers of IGMNs, is able to extract features from data input of different domains in the low-level layers and to correlate these features in a high-level layer. Experiments show that HIGMN is able to learn an abstract behavior using the features extracted from sensory and motor data of a mobile robot and to perform correct actions even in unknown instances of sensory perception.","","","10.1109/SBRN.2012.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6374837","Hierarchical Incremental Gaussian Mixture Network;Deep Learning;HIGMN;IGMN;Probabilistic Models;Robotics","Feature extraction;Trajectory;Robot sensing systems;Mathematical model;Vectors;Mobile robots;Abstracts","correlation methods;feature extraction;Gaussian processes;learning (artificial intelligence);mobile robots;probability","abstract behavior learning;hierarchical incremental Gaussian mixture network;probabilistic hierarchical model;HIGMN layer;deep architectures;feature extraction;low-level layers;feature correlation;high-level layer;sensory data;motor data;mobile robot;sensory perception","","1","14","","","","","IEEE","IEEE Conferences"
"Stereo Vision Based Motion Estimation for Lunar Rover Navigation","P. Cui; F. Yue; H. Cui","Deep Space Exploration Research Center, Harbin Institute of Technology, Harbin 150080, China. E-MAIL: cui@astro.hit.edu.cn; Deep Space Exploration Research Center, Harbin Institute of Technology, Harbin 150080, China. E-MAIL: yuefzh@hit.edu.cn; Deep Space Exploration Research Center, Harbin Institute of Technology, Harbin 150080, China. E-MAIL: cui@astro.hit.edu.cn","2006 International Conference on Machine Learning and Cybernetics","","2006","","","3847","3852","Accurate navigation autonomously on uneven terrain is a very important technique for lunar rover to execute long-range exploration on lunar surface. This paper presents a stereo vision based algorithm for lunar rover autonomous navigation that can enable for precision localization. Our techniques mainly consist of image processing and motion estimation. To improve the performance of motion estimation, robust linear motion estimation is executed to reject the outliers of image processing and estimate the motion initially, then, Levenberg-Marquardt nonlinear estimation is executed to estimate the motion precisely. The result of our autonomous navigation algorithm is an estimation of attitude and position, which can be passed directly to path planning and motion control system","","","10.1109/ICMLC.2006.258696","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4028742","Stereo vision;Notion estimation;Lunar rover","Stereo vision;Motion estimation;Moon;Image processing;Sonar navigation;Computer vision;Motion detection;Space exploration;Robustness;Global Positioning System","aircraft navigation;attitude control;motion control;motion estimation;path planning;planetary rovers;position control;stereo image processing","stereo vision;lunar rover autonomous navigation;precision localization;image processing;linear motion estimation;Levenberg-Marquardt nonlinear estimation;attitude estimation;position estimation;path planning;motion control system","","1","14","","","","","IEEE","IEEE Conferences"
"Deep learning for acupuncture point selection patterns based on veteran doctor experience of Chinese medicine","Z. Liang; G. Zhang; Z. Li; J. Yin; W. Fu","The 2nd Affiliated Hospital, Guangzhou University of Chinese Medicine, Guangzhou, China, 510120; School of Computer Science and Technology, SUN-Y AT SEN University, Guangzhou, China, 510275; The 2nd Affiliated Hospital, Guangzhou University of Chinese Medicine, Guangzhou, China, 510120; School of Computer Science and Technology, SUN-Y AT SEN University, Guangzhou, China, 510275; The 2nd Affiliated Hospital, Guangzhou University of Chinese Medicine, Guangzhou, China, 510120","2012 IEEE International Conference on Bioinformatics and Biomedicine Workshops","","2012","","","396","401","The inheritance of clinical experience of veteran doctors of Chinese medicine (CM) plays a key role in the development and effectiveness enhancement of Chinese medicine in the history. The clinical experience are classified as the patterns of disease diagnosis and Chinese medical Zheng diagnosis, the identification of core elements of Zheng, the treatment experience and relation of herbal medicine formulae, Zheng and disease, and the common law of diagnosis and treatment in real practice. The source of the experience mainly originates from literature and manuscripts of CM masters, which are being electronically recorded during the last two decades. As a result, it makes feasible to apply data mining to the knowledge discovery through the experience of veteran CM doctors. However, the current focus on this field is limited to the published literature such as journal papers, conference proceedings and textbooks, but the paper based manuscripts personally written by the veteran doctors are usually neglected. In this paper, we established a database for Dr Situ Ling, who is a deceased famous CM acupuncture master in southern China. The study objective is to discover the acupuncture point selection patterns which require profession knowledge and experience from senior CM doctors. It is believed these patterns are deposited as underlying knowledge with various middle level concepts that can be analyzed and discover by a serial of algorithms. Thus in this work, we formularized the patterns of acupuncture point selection as a learning task with deep architecture, which attempts to capture either existent or underlying concepts so as to simulate the planning process of the combined diagnosis of western medicine and Chinese medicine. The Restricted Boltzmann Machines (RBM) was used as the main model for deep learning to process to medical record data with international standard diagnosis (ICD-10) previously made by trained doctors. Then the ICD-10 based diagnosis dataset was introduced into our framework to enhance the concepts diversity. After applying this model, the learning accuracy based on the medical record database of Dr Situ Ling was raised up to 75%. Thus this model can serve as a solution to discover the acupuncture point selection patterns of CM acupuncture veteran doctors. Furthermore, the data mining study model linked by international diagnosis standard (i.e. ICD-10), point selection patterns, and clinical symptoms will provide useful cues to reveal the essence of Zheng diagnosis through experience of CM veteran doctors.","","","10.1109/BIBMW.2012.6470346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6470346","deep learning;veteran doctor of Chinese medicine;knowledge discover;acupuncture point patterns;ICD-10","Medical diagnostic imaging;Diseases;Standards;Pain;Training;Data models","Boltzmann machines;data mining;medical computing;medical information systems;patient diagnosis","acupuncture point selection patterns;Chinese medicine;disease diagnosis patterns;Chinese medical Zheng diagnosis;Zheng core element identification;herbal medicine formulae;CM master literature;CM master manuscripts;data mining;veteran CM doctor experience;journal papers;conference proceedings;textbooks;CM acupuncture master;southern China;serial algorithm;planning process simulation;western medicine;restricted Boltzmann machines;RBM;international standard diagnosis;ICD-10 based diagnosis dataset;medical record database;clinical symptoms","","2","16","","","","","IEEE","IEEE Conferences"
"SCORM versus IMS-LD: Discussion on Development Trends of E-Learning","K. Qu; W. He","NA; NA","2009 International Conference on Computational Intelligence and Software Engineering","","2009","","","1","4","This paper briefly reviews and straightens out the evolution of the centerpiece (computer technology & learning idea) of the development of the e-Learning platform from the analysis of a new e-Learning platform (LAMS). Then it makes a deep analysis of and a comparison between SCORM and IMSLD, two international e-Learning standards that embody the centerpiece, in order to get a panoramic and clear perspective on development trends of e-Learning.","","","10.1109/CISE.2009.5365880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365880","","Electronic learning;Education;Collision mitigation;Least squares approximation;Content management;Computer aided instruction;Resource management;Technology management;Management training;Disaster management","computer aided instruction","SCORM;centerpiece;computer technology;e-learning platform;e-learning standards;learning activity management system","","2","6","","","","","IEEE","IEEE Conferences"
"Teaching introductory electrical engineering: Project-based learning experience","C. Lei; H. Kwok-Hay So; E. Y. Lam; K. K. Wong; R. Y. Kwok; C. K. Y. Chan","Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong SAR; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong SAR; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong SAR; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong SAR; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong SAR; Centre for the Enhancement of Teaching and Learning, The University of Hong Kong, Hong Kong SAR","Proceedings of IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE) 2012","","2012","","","H1B-1","H1B-5","This paper presents an integration of a loosely defined design project in an introductory electrical engineering course. The proposed project aims to introduce first-year engineering students to the world of electrical engineering and develop their general engineering skills. Because of its innovative and unconventional nature, a Rube Goldberg machine has been used as the project vehicle. In the project, students have been asked to design the machine with electrical sensors and actuators. Connected learning and assessment activities have been designed to engage students in deep understanding. Students thought the project was challenging, and could develop their technical skills and creativity.","","","10.1109/TALE.2012.6360320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6360320","electrical engineering education;project-based learning;introductory engineering;Rube Goldberg machine","Laboratories;Education;Tutorials;Electrical engineering;Mechanical sensors;Relays","actuators;educational courses;electrical engineering education;machinery;sensors","introductory electrical engineering teaching;project based learning experience;loosely defined design project;introductory electrical engineering course;general engineering skills;Rube Goldberg machine;project vehicle;electrical sensors;electrical actuators;technical skills","","10","18","","","","","IEEE","IEEE Conferences"
"SEU-tolerant Restricted Boltzmann Machine learning on DSP-based fault detection","S. Jian; J. Jiang; K. Lu; Y. Zhang","Science and Technology on Parallel and Distributed Processing Laboratory, National University of Defense Technology, Changsha, China; Science and Technology on Parallel and Distributed Processing Laboratory, National University of Defense Technology, Changsha, China; Science and Technology on Parallel and Distributed Processing Laboratory, National University of Defense Technology, Changsha, China; Science and Technology on Parallel and Distributed Processing Laboratory, National University of Defense Technology, Changsha, China","2014 12th International Conference on Signal Processing (ICSP)","","2014","","","1503","1506","Restricted Boltzmann Machine (RBM) is the main building block of many deep learning models which are now becoming one of the most important kind of algorithms in machine leaning community. With the growing demand for information processing in aerospace computer, RBM can be used as a promising block supporting intelligent applications such as space self-control, intelligent recognition, and target classification. As for aerospace computer, a common challenge is the Single Event Upset (SEU) effect, which would change the state of some information bits stochastically and lead to error results. Due to the time-consuming and data-intensive computation of aerospace computer, digital signal processing (DSP) is the most suitable for aerospace computation. In this paper, we first implement representative RBM learning algorithm in a power efficient DSP platform. Then, we explore the possible SEU effects in our hardware architecture and RBM learning algorithm. Further, we integrate three software fault detection techniques (i.e. duplication, increasing data diversity, shortening life cycle of variable) into RBM learning. In the experiment, we utilize the simulated fault injection technique to evaluate fault detective RBM learning. The evaluation shows that our fault detection designs effectively detect SEU-induced error during RBM learning in DSP with low computational complexity.","","","10.1109/ICOSP.2014.7015250","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7015250","RBM;SEU;software fault detection;DSP","Fault detection;Assembly;Digital signal processing;Single event upsets;Algorithm design and analysis;Hardware;Software","aerospace control;aircraft computers;Boltzmann machines;digital signal processing chips;fault diagnosis;learning (artificial intelligence);object detection;radiation hardening (electronics)","single event upset effect;SEU-tolerant restricted Boltzmann machine learning;RBM learning algorithm;digital signal processing;DSP-based fault detection;information processing;aerospace computer;space self-control;intelligent recognition;target classification;data-intensive computation;software fault detection techniques;fault injection technique","","1","11","","","","","IEEE","IEEE Conferences"
"On deep generative models with applications to recognition","M. Ranzato; J. Susskind; V. Mnih; G. Hinton","Department of Computer Science, University of Toronto; Institute for Neural Computation University of California, San Diego; Department of Computer Science, University of Toronto; Department of Computer Science, University of Toronto","CVPR 2011","","2011","","","2857","2864","The most popular way to use probabilistic models in vision is first to extract some descriptors of small image patches or object parts using well-engineered features, and then to use statistical learning tools to model the dependencies among these features and eventual labels. Learning probabilistic models directly on the raw pixel values has proved to be much more difficult and is typically only used for regularizing discriminative methods. In this work, we use one of the best, pixel-level, generative models of natural images-a gated MRF-as the lowest level of a deep belief network (DBN) that has several hidden layers. We show that the resulting DBN is very good at coping with occlusion when predicting expression categories from face images, and it can produce features that perform comparably to SIFT descriptors for discriminating different types of scene. The generative ability of the model also makes it easy to see what information is captured and what is lost at each level of representation.","","","10.1109/CVPR.2011.5995710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5995710","","Computational modeling;Training;Tiles;Logic gates;Adaptation models;Feature extraction;Input variables","belief networks;feature extraction;image representation;learning (artificial intelligence)","deep generative model;image patch;statistical learning tool;learning probabilistic model;natural image;gated MRF;deep belief network;face image;SIFT descriptor","","77","25","","","","","IEEE","IEEE Conferences"
"Learning feature hierarchies under reinforcement","A. Knittel","School of Computer Science and Engineering, University of New South Wales, Australia","2012 IEEE Congress on Evolutionary Computation","","2012","","","1","8","Learning feature hierarchies, where larger features are composed of smaller re-used features, is an important area of study in object recognition and classification, and relates to processes in the human visual system. Established techniques are able to build deep hierarchies using neural networks, such as deep learning based on Restricted Boltzmann Machines, however approaches using other machine learning techniques involving reinforcement are not well established. An approach is presented that uses a form of Learning Classifier System to build a hierarchical feature network, for classification of images using the MNIST dataset. Larger scale representations of rules are composed of re-used smaller elements, in a network of 4,000 features and 2,000 rules. The feature network is developed autonomously, according to reinforcement of rules the features participate in. An implementation is shown using the ARCS classifier system to perform classification of images, using rules based on image templates. A second implementation uses rules with image templates constructed from a hierarchical feature network. This shows effective classification performance, but not as accurate as the best neural network and kernel methods. The implementation shows the ability to construct a hierarchical feature network under reinforcement, and its application to develop a rule population used by a Learning Classifier System. An alternative method for modifying existing rules is shown to substitute for standard mutation and crossover processes, to allow exploration of the rule space more closely related to gradient descent and cognitively related processes, rather than the genetic analogy commonly used in learning classifier systems.","","","10.1109/CEC.2012.6256569","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6256569","","Buildings;Feature extraction;Accuracy;Training;Machine learning;Neural networks;Genetic algorithms","Boltzmann machines;feature extraction;gradient methods;image classification;image recognition;learning (artificial intelligence);object recognition","reinforcement learning feature hierarchies;reused features;object recognition;object classification;human visual system;neural networks;restricted Boltzmann machines;machine learning techniques;learning classifier system;hierarchical feature network;image classification;MNIST dataset;large scale rule representations;ARCS classifier system;image templates;gradient descent processes;cognitively related processes;genetic analogy","","2","27","","","","","IEEE","IEEE Conferences"
"A self-learning stateful application identification method for Deep Packet Inspection","U. Trivedi","Samsung India Software Operations (SISO), Bangalore, India","2012 8th International Conference on Computing Technology and Information Management (NCM and ICNIT)","","2012","1","","416","421","With advanced data communication techniques, Internet service providers are facing big problem of managing heavy P2P and VoIP traffic for their network. Deep Packet Inspection (DPI) is one of the techniques to inspect and classify application traffic. There are various existing methods (port based, payload based, statistical analysis, time based behavior etc) to identify application traffic using DPI. However, each method has its own advantages and limitations. This paper suggests a composite self-learning DPI method to identify application flows using correlated flows and statistical analysis. It is observed that most application flows have some correlated flow(s) which can easily be identified by existing methods. Our approach uses this property. It keeps information about identified flows found during observed unidentified flow. Once sufficient number of records are found, it can correlate this unidentified flow with corresponding identified flows found and conclude about unidentified flow being part of one of the identified flow application. Many applications change behavior of one of its flows in newer versions. Since all other flows from that application can be detected using old signature, the newer unidentified flow can easily be correlated with them. This method can add newly identified flow vector in statistical engine in real-time, thus updating statistical data set without manual analysis and tagging. The test results indicate that this method is accurate and it identifies traffic with high degree of reliability.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6268534","DPI;Deep Packet Inspection;Stateful Application identification;correlated flows;statistical analysis","Cryptography;Correlation;Training;Databases;Protocols;YouTube","data communication;inspection;Internet telephony;peer-to-peer computing;statistical analysis;telecommunication traffic;vectors","self-learning stateful application identification method;deep packet inspection;data communication techniques;Internet service providers;P2P traffic;VoIP traffic;correlated flows;statistical analysis;flow vector;degree of reliability","","","14","","","","","IEEE","IEEE Conferences"
"The Deep Tensor Neural Network With Applications to Large Vocabulary Speech Recognition","D. Yu; L. Deng; F. Seide","Microsoft Research, Redmond, WA, USA; Microsoft Research, Redmond, WA, USA; Microsoft Research Asia, Beijing, China","IEEE Transactions on Audio, Speech, and Language Processing","","2013","21","2","388","396","The recently proposed context-dependent deep neural network hidden Markov models (CD-DNN-HMMs) have been proved highly promising for large vocabulary speech recognition. In this paper, we develop a more advanced type of DNN, which we call the deep tensor neural network (DTNN). The DTNN extends the conventional DNN by replacing one or more of its layers with a double-projection (DP) layer, in which each input vector is projected into two nonlinear subspaces, and a tensor layer, in which two subspace projections interact with each other and jointly predict the next layer in the deep architecture. In addition, we describe an approach to map the tensor layers to the conventional sigmoid layers so that the former can be treated and trained in a similar way to the latter. With this mapping we can consider a DTNN as the DNN augmented with DP layers so that not only the BP learning algorithm of DTNNs can be cleanly derived but also new types of DTNNs can be more easily developed. Evaluation on Switchboard tasks indicates that DTNNs can outperform the already high-performing DNNs with 4-5% and 3% relative word error reduction, respectively, using 30-hr and 309-hr training sets.","","","10.1109/TASL.2012.2227738","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6353550","Automatic speech recognition;CD-DNN-HMM;large vocabulary;tensor deep neural networks","Tensile stress;Speech recognition;Neural networks;Vocabulary;Vectors;Speech;Speech processing","backpropagation;hidden Markov models;neural nets;speech recognition;tensors","deep tensor neural network;large vocabulary speech recognition;DTNN;context-dependent deep neural network hidden Markov models;CD-DNN-HMM;double-projection layer;DP layer;nonlinear subspaces;subspace projections;deep architecture;sigmoid layers;BP learning algorithm;switchboard tasks;relative word error reduction;time 30 hour;time 309 hr","","51","24","","","","","IEEE","IEEE Journals"
