"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Building detection in very high resolution multispectral data with deep learning features","M. Vakalopoulou; K. Karantzalos; N. Komodakis; N. Paragios","Remote Sensing Lab., National Technical University of Athens, Athens, Greece; Remote Sensing Lab., National Technical University of Athens, Athens, Greece; Ecole des Ponts ParisTech, Universite Paris Est, France; Center for Visual Computing, Ecole Centrale de Paris, Paris, France","2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","","2015","","","1873","1876","The automated man-made object detection and building extraction from single satellite images is, still, one of the most challenging tasks for various urban planning and monitoring engineering applications. To this end, in this paper we propose an automated building detection framework from very high resolution remote sensing data based on deep convolutional neural networks. The core of the developed method is based on a supervised classification procedure employing a very large training dataset. An MRF model is then responsible for obtaining the optimal labels regarding the detection of scene buildings. The experimental results and the performed quantitative validation indicate the quite promising potentials of the developed approach.","","","10.1109/IGARSS.2015.7326158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7326158","Machine learning;deep convolutional networks;ImageNet;man made objects;extraction","Buildings;Feature extraction;Training;Satellites;Remote sensing;Support vector machines;Image resolution","buildings (structures);image classification;image resolution;neural nets;object detection;remote sensing;town and country planning","automated man-made object detection;building extraction;satellite images;urban planning applications;urban monitoring engineering applications;automated building detection framework;very high resolution remote sensing data;deep convolutional neural networks;supervised classification procedure;training dataset;MRF model;optimal labels;scene building detection;quantitative validation;very high resolution multispectral data;deep learning features","","59","14","","","","","IEEE","IEEE Conferences"
"Multimedia data mining using deep learning","P. Wlodarczak; J. Soar; M. Ally","Faculty of Business, Education, Law and Arts, University of Southern Queensland, Toowoomba, Australia; Faculty of Business, Education, Law and Arts, University of Southern Queensland, Toowoomba, Australia; Faculty of Business, Education, Law and Arts, University of Southern Queensland, Toowoomba, Australia","2015 Fifth International Conference on Digital Information Processing and Communications (ICDIPC)","","2015","","","190","196","Due to the large amounts of Multimedia data on the Internet, Multimedia mining has become a very active area of research. Multimedia mining is a form of data mining. Data mining uses algorithms to segment data to identify useful patterns and to make predictions. Despite the successes in many areas, data mining remains a challenging task. In the past, multimedia mining was one of the fields where the results were often not satisfactory. Multimedia Data Mining extracts relevant data from multimedia files such as audio, video and still images to perform similarity searches, identify associations, entity resolution and for classification. As the mining techniques have matured, new techniques were developed. A lot of progress has been made in areas such as visual data mining and natural language processing using deep learning techniques. Deep learning is a branch of machine learning and has been used among other on Smartphones for face recognition and voice commands. Deep learners are a type of artificial neural networks with multiple data processing layers that learn representations by increasing the level of abstraction from one layer to the next. These methods have improved the state-of-the-art in multimedia mining, in speech recognition, visual object recognition, natural language processing and other areas such as genome mining and predicting the efficacy of drug molecules. This paper describes some of the deep learning techniques that have been used in recent research for multimedia data mining.","","","10.1109/ICDIPC.2015.7323027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7323027","data mining;multimedia data mining;deep learning;artificial neural networks;natural language processing;visual data mining","Data mining;Multimedia communication;Feature extraction;Machine learning;Training;Visualization;Backpropagation","data mining;information retrieval;Internet;learning (artificial intelligence);multimedia computing;neural nets;pattern classification","multimedia data mining;deep learning;Internet;data segmentation;useful pattern identification;relevant data extraction;multimedia files;audio files;video files;still images;similarity search;association identification;entity resolution;classification;machine learning;artificial neural networks;multiple data processing layers","","12","29","","","","","IEEE","IEEE Conferences"
"Bridge deep learning to the physical world: An efficient method to quantize network","P. Hung; C. Lee; S. Yang; V. S. Somayazulu; Y. Chen; S. Chien","Media IC and System Lab, Graduate Institute of Electronics Engineering and Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan; Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan; Intel Corporation, USA Intel-NTU Connected Context Computing Center, Taipei, Taiwan; Intel Corporation, USA Intel-NTU Connected Context Computing Center, Taipei, Taiwan; Intel Corporation, USA Intel-NTU Connected Context Computing Center, Taipei, Taiwan; Media IC and System Lab, Graduate Institute of Electronics Engineering and Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan","2015 IEEE Workshop on Signal Processing Systems (SiPS)","","2015","","","1","6","As better performance is achieved by deep convolutional network with more and more layers, the increasing number of weighting and bias parameters makes it only possible to be implemented on servers in cyber space but infeasible to be deployed in physical-world embedded systems because of huge storage and memory bandwidth requirements. In this paper, we proposed an efficient method to quantize the model parameters. Instead of taking the quantization process as a negative effect on precision, we regarded it as a regularize problem to prevent overfitting, and a two-stage quantization technique including soft- and hard-quantization is developed. With the help of our quantization method, not only 93.75% of the parameter memory size can be reduced by replacing the word length from 32-bit to 2-bit, but the testing accuracy after quantization is also better than previous approaches in some dataset, and the additional training overhead is only 3% of the ordinary one.","","","10.1109/SiPS.2015.7345005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7345005","Quantize;Regularize;Deep Neural Network;Convolutional Network;Deep Learning","Quantization (signal);Training;Neural networks;Machine learning;Computational modeling;Graphics processing units;Memory management","convolution;embedded systems;image classification;learning (artificial intelligence);quantisation (signal)","deep learning;physical world embedded system;network quantization;deep convolutional network;image classification","","6","27","","","","","IEEE","IEEE Conferences"
"Research on Gas Recognition Based on Stacked Denoising Autoencoders","W. Yu; C. Gan; W. Lu","Sch. of Comput. Sci. & Inf. Eng., Shanghai Inst. of Technol., Shanghai, China; Sch. of Comput. Sci. & Inf. Eng., Shanghai Inst. of Technol., Shanghai, China; Sch. of Comput. Sci. & Inf. Eng., Shanghai Inst. of Technol., Shanghai, China","2015 8th International Symposium on Computational Intelligence and Design (ISCID)","","2015","1","","301","304","The gas data coming from an array of chemical gas sensors is a kind of multivariate time-series. This data set is extremely difficult and complex to interpret for human experts. It needs designing hand-made features when applying traditional shallow machine learning algorithms in gas recognition. A new gas recognition method based on Deep Learning were proposed in this paper. It is one of unsupervised feature learning methods that can extract self-adapting features from the gas data, overcoming the complex process in designing features by hands and making the features more general. In this work, two methods based on UCI Machine learning database respectively were compared in the experiments. One of them is a two-hidden-layer structure of deep neural network-Stacked denoising Autoencoders and another is a kind of shallow machine learning algorithms. The results show that extracting features automaticly using Deep Learning is a simpler and more universal way in gas recognition. The method proposed in this paper not only improves the gas classification accuracy, but also reduces complexity of the process in shallow machine learning alogithms, so it is valuable to be applied in practice.","","","10.1109/ISCID.2015.226","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7468955","gas recognition;time-series signal;high-dimensional;Deep Learning;Stacked denoising Autoencoders","Feature extraction;Machine learning;Support vector machines;Noise reduction;Gas detectors;Data mining","computerised instrumentation;feature extraction;gas sensors;neural nets;sensor arrays;time series;unsupervised learning","gas classification;deep neural network;two-hidden-layer structure;UCI machine learning database;self-adapting feature extraction;unsupervised feature learning method;deep learning;gas recognition method;shallow machine learning algorithm;multivariate time-series;chemical gas sensor;stacked denoising autoencoder","","","9","","","","","IEEE","IEEE Conferences"
"Layer-Specific Adaptive Learning Rates for Deep Networks","B. Singh; S. De; Y. Zhang; T. Goldstein; G. Taylor","NA; NA; NA; NA; NA","2015 IEEE 14th International Conference on Machine Learning and Applications (ICMLA)","","2015","","","364","368","The increasing complexity of deep learning architectures is resulting in training time requiring weeks or even months. This slow training is due in part to ""vanishing gradients,"" in which the gradients used by back-propagation are extremely large for weights connecting deep layers (layers near the output layer), and extremely small for shallow layers (near the input layer), this results in slow learning in the shallow layers. Additionally, it has also been shown that in highly non-convex problems, such as deep neural networks, there is a proliferation of high-error low curvature saddle points, which slows down learning dramatically [1]. In this paper, we attempt to overcome the two above problems by proposing an optimization method for training deep neural networks which uses learning rates which are both specific to each layer in the network and adaptive to the curvature of the function, increasing the learning rate at low curvature points. This enables us to speed up learning in the shallow layers of the network and quickly escape high-error low curvature saddle points. We test our method on standard image classification datasets such as MNIST, CIFAR10 and ImageNet, and demonstrate that our method increases accuracy as well as reduces the required training time over standard algorithms.","","","10.1109/ICMLA.2015.113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7424337","deep networks;adaptive learing rate","Training;Standards;Adaptive systems;Neural networks;Optimization methods;Training data","backpropagation;concave programming;image classification;neural nets","layer-specific adaptive learning rates;deep networks;deep learning architectures;vanishing gradients;backpropagation;highly nonconvex problems;deep neural networks;high-error low curvature saddle points;optimization method;image classification datasets;MNIST dataset;CIFAR10 dataset;ImageNet dataset","","9","16","","","","","IEEE","IEEE Conferences"
"Development of a UAV-type jellyfish monitoring system using deep learning","H. Kim; D. Kim; Sungwook Jung; Jungmo Koo; J. Shin; H. Myung","Urban Robotics Laboratory (URL), Civil & Environmental Engineering, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro (373-1 Guseong-dong), Yuseong-gu, Daejeon 34141, Korea; Urban Robotics Laboratory (URL), Robotics Program, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro (373-1 Guseong-dong), Yuseong-gu, Daejeon 34141, Korea; Urban Robotics Laboratory (URL), Robotics Program, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro (373-1 Guseong-dong), Yuseong-gu, Daejeon 34141, Korea; Urban Robotics Laboratory (URL), Civil & Environmental Engineering, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro (373-1 Guseong-dong), Yuseong-gu, Daejeon 34141, Korea; Rastech Inc., 964 Tamnip-dong, Yuseong-gu, Daejeon, 305-510, Korea; Urban Robotics Laboratory (URL), Civil & Environmental Engineering, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro (373-1 Guseong-dong), Yuseong-gu, Daejeon 34141, Korea","2015 12th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI)","","2015","","","495","497","At present, unmanned aerial vehicles (UAVs) are the primary platforms widely used for environmental monitoring. The advantage of the UAV-type surveillance system is its low-cost with high observation performance. Using this system, we can extend the workable area of the jellyfish removal system. The proposed system observes jellyfish on the surface of the sea while flying, and can recognize a herd of jellyfish using deep learning. The preliminary results of the proposed system show that the proposed system improves the jellyfish removal system for efficient operation.","","","10.1109/URAI.2015.7358813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7358813","Jellyfish removal;monitoring system;unmanned aerial vehicle","Robots;Sea surface;Surveillance;Machine learning;Global Positioning System;Clustering algorithms","autonomous aerial vehicles;environmental management;intelligent robots;learning (artificial intelligence)","jellyfish removal system;UAV-type surveillance system;environmental monitoring;unmanned aerial vehicles;deep learning;UAV-type jellyfish monitoring system","","1","8","","","","","IEEE","IEEE Conferences"
"A Preliminary Study on Deep-Learning Based Screaming Sound Detection","M. Z. Zaheer; J. Y. Kim; H. Kim; S. Y. Na","Dept. of Electron. & Comput. Eng., Chonnam Nat. Univ., Gwangju, South Korea; Dept. of Electron. & Comput. Eng., Chonnam Nat. Univ., Gwangju, South Korea; Dept. of Electron. Convergence Eng., Kwangwoon Univ., Seoul, South Korea; Dept. of Electron. & Comput. Eng., Chonnam Nat. Univ., Gwangju, South Korea","2015 5th International Conference on IT Convergence and Security (ICITCS)","","2015","","","1","4","In addition to the traditional video surveillance, various audio processing techniques can also be added to the existing CCTV cameras. They can be used as additional features to help in analyzing the scene better and autonomously detecting violence or any unwanted activity in the scene. For this purpose, a deep learning based scream sound detection approach is proposed in this paper. MFCC features after interpolation are used as input of the system. The proposed system is experimented using a self-recorded scream database and with controlled and calculated parameters 100 % accuracy is achieved.","","","10.1109/ICITCS.2015.7292925","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7292925","","Mel frequency cepstral coefficient;Feature extraction;Training;Accuracy;Surveillance;Machine learning;Cameras","audio signal processing;feature extraction;interpolation;learning (artificial intelligence);signal detection","video surveillance;audio processing techniques;CCTV cameras;deep learning based scream sound detection approach;MFCC features;interpolation;self-recorded scream database","","2","11","","","","","IEEE","IEEE Conferences"
"Hyper-class augmented and regularized deep learning for fine-grained image classification","S. Xie; T. Yang; Xiaoyu Wang; Yuanqing Lin","University of California, San Diego, USA; Department of Computer Science, University of Iowa, USA; Snapchat Research, USA; NEC Laboratories America, Inc., USA","2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)","","2015","","","2645","2654","Deep convolutional neural networks (CNN) have seen tremendous success in large-scale generic object recognition. In comparison with generic object recognition, fine-grained image classification (FGIC) is much more challenging because (i) fine-grained labeled data is much more expensive to acquire (usually requiring domain expertise); (ii) there exists large intra-class and small inter-class variance. Most recent work exploiting deep CNN for image recognition with small training data adopts a simple strategy: pre-train a deep CNN on a large-scale external dataset (e.g., ImageNet) and fine-tune on the small-scale target data to fit the specific classification task. In this paper, beyond the fine-tuning strategy, we propose a systematic framework of learning a deep CNN that addresses the challenges from two new perspectives: (i) identifying easily annotated hyper-classes inherent in the fine-grained data and acquiring a large number of hyper-class-labeled images from readily available external sources (e.g., image search engines), and formulating the problem into multitask learning; (ii) a novel learning model by exploiting a regularization between the fine-grained recognition model and the hyper-class recognition model. We demonstrate the success of the proposed framework on two small-scale fine-grained datasets (Stanford Dogs and Stanford Cars) and on a large-scale car dataset that we collected.","","","10.1109/CVPR.2015.7298880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7298880","","Machine learning;Image recognition;Feature extraction;Neural networks;Search engines;Visualization;Solid modeling","image classification;learning (artificial intelligence)","hyper-class augmented deep learning;regularized deep learning;fine-grained image classification;deep convolutional neural networks;large-scale generic object recognition;FGIC;fine-grained labeled data;large intra-class variance;small inter-class variance;deep CNN;image recognition;large-scale external dataset;fine-tuning strategy;hyper-class-labeled images;multitask learning;learning model;fine-grained recognition model;hyper-class recognition model;small-scale fine-grained datasets;Stanford Dogs;Stanford Cars","","53","43","","","","","IEEE","IEEE Conferences"
"Nonlinear system identification using deep learning and randomized algorithms","E. de la Rosa; W. Yu; X. Li","Departamento de Control Automatico, CINVESTAV-IPN (National Polytechnic Institute), Mexico City, Mexico; Departamento de Control Automatico, CINVESTAV-IPN (National Polytechnic Institute), Mexico City, Mexico; Departamento de Computacion, CINVESTAV-IPN (National Polytechnic Institute), Mexico City, Mexico","2015 IEEE International Conference on Information and Automation","","2015","","","274","279","Randomized algorithms have good performances for regression and classification problems by using random hidden weights and pseudoinverse computing for the output weights. They have one single hidden layer structure. On the other hand, deep learning techniques have been successfully used for pattern recognition due to their deep structure and effective unsupervised learning. In this paper, the randomized algorithm is modified by the deep learning method. There are multiple hidden layers, and the hidden weights are decided by the input data and modified restricted Boltzmann machines. The output weights are trained by normal randomized algorithms. The proposed deep learning with the randomized algorithms are validated with three benchmark datasets.","","","10.1109/ICInfA.2015.7279298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7279298","deep learning;randomized algorithms;system identification","Machine learning;Training;Nonlinear systems;Computational modeling;Accuracy;Neural networks;Probability distribution","Boltzmann machines;pattern classification;randomised algorithms;regression analysis;unsupervised learning","nonlinear system identification;deep learning;regression problem;classification problem;random hidden weights;pseudoinverse computing;pattern recognition;unsupervised learning;restricted Boltzmann machines;normal randomized algorithms","","7","42","","","","","IEEE","IEEE Conferences"
"Deep learning vs. kernel methods: Performance for emotion prediction in videos","Y. Baveye; E. Dellandréa; C. Chamaret; L. Chen","Technicolor 975, avenue des Champs Blancs, 35576 Cesson Sévigné, France; Université de Lyon, CNRS, Ecole Centrale de Lyon, LIRIS, UMR5205, F-69134, France; Technicolor 975, avenue des Champs Blancs, 35576 Cesson Sévigné, France; Université de Lyon, CNRS, Ecole Centrale de Lyon, LIRIS, UMR5205, F-69134, France","2015 International Conference on Affective Computing and Intelligent Interaction (ACII)","","2015","","","77","83","Recently, mainly due to the advances of deep learning, the performances in scene and object recognition have been progressing intensively. On the other hand, more subjective recognition tasks, such as emotion prediction, stagnate at moderate levels. In such context, is it possible to make affective computational models benefit from the breakthroughs in deep learning? This paper proposes to introduce the strength of deep learning in the context of emotion prediction in videos. The two main contributions are as follow: (i) a new dataset, composed of 30 movies under Creative Commons licenses, continuously annotated along the induced valence and arousal axes (publicly available) is introduced, for which (ii) the performance of the Convolutional Neural Networks (CNN) through supervised fine-tuning, the Support Vector Machines for Regression (SVR) and the combination of both (Transfer Learning) are computed and discussed. To the best of our knowledge, it is the first approach in the literature using CNNs to predict dimensional affective scores from videos. The experimental results show that the limited size of the dataset prevents the learning or finetuning of CNN-based frameworks but that transfer learning is a promising solution to improve the performance of affective movie content analysis frameworks as long as very large datasets annotated along affective dimensions are not available.","","","10.1109/ACII.2015.7344554","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344554","continuous emotion prediction;deep learning;benchmarking;affective computing","Motion pictures;Videos;Hidden Markov models;Computational modeling;Machine learning;Kernel;Correlation","emotion recognition;learning (artificial intelligence);object recognition;regression analysis;support vector machines;video signal processing","deep learning;kernel methods;object recognition;computational models;video emotion prediction;creative common licenses;convolutional neural networks;supervised fine-tuning;support vector machines for regression;SVR;transfer learning;dimensional affective scores;CNN-based frameworks;affective movie content analysis frameworks","","20","27","","","","","IEEE","IEEE Conferences"
"A Hierarchical Oil Tank Detector With Deep Surrounding Features for High-Resolution Optical Satellite Imagery","L. Zhang; Z. Shi; J. Wu","State Key Laboratory of Virtual Reality Technology and Systems, School of Astronautics, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, School of Astronautics, Beihang University, Beijing, China; Department of Remote Sensing and Mapping, Space Star Technology Co., Ltd., Beijing, China","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","","2015","8","10","4895","4909","Automatic oil tank detection plays a very important role for remote sensing image processing. To accomplish the task, a hierarchical oil tank detector with deep surrounding features is proposed in this paper. The surrounding features extracted by the deep learning model aim at making the oil tanks more easily to recognize, since the appearance of oil tanks is a circle and this information is not enough to separate targets from the complex background. The proposed method is divided into three modules: 1) candidate selection; 2) feature extraction; and 3) classification. First, a modified ellipse and line segment detector (ELSD) based on gradient orientation is used to select candidates in the image. Afterward, the feature combing local and surrounding information together is extracted to represent the target. Histogram of oriented gradients (HOG) which can reliably capture the shape information is extracted to characterize the local patch. For the surrounding area, the convolutional neural network (CNN) trained in ImageNet Large Scale Visual Recognition Challenge 2012 (ILSVRC2012) contest is applied as a blackbox feature extractor to extract rich surrounding feature. Then, the linear support vector machine (SVM) is utilized as the classifier to give the final output. Experimental results indicate that the proposed method is robust under different complex backgrounds and has high detection rate with low false alarm.","","","10.1109/JSTARS.2015.2467377","National Natural Science Foundation of China; Beijing Natural Science Foundation; State Key Laboratory of Virtual Reality Technology and Systems, Beihang University; Fundamental Research Funds for the Central Universities; Open Research Fund of the State Key Laboratory of Space-Ground Integrated Information Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7229258","Convolutional neural network (CNN);deep learning;ellipse and line segment detector (ELSD);oil tank detection;surrounding information;Convolutional neural network (CNN);deep learning;ellipse and line segment detector (ELSD);oil tank detection;surrounding information","Feature extraction;Fuel storage;Support vector machines;Detectors;Machine learning;Remote sensing;Data mining;Neural networks","feature extraction;fuel storage;geophysical image processing;image classification;learning (artificial intelligence);neural nets;remote sensing by laser beam;support vector machines;tanks (containers)","hierarchical oil tank detector;deep surrounding feature;high-resolution optical satellite imagery;automatic oil tank detection;remote sensing image processing;feature extraction;deep learning model;modified ELSD;Ellipse and Line Segment Detector;gradient orientation;histogram-of-oriented gradient;shape information;convolutional neural network;ImageNet Large Scale Visual Recognition Challenge;AD 2012;blackbox feature extractor;linear support vector machine","","48","43","","","","","IEEE","IEEE Journals"
"Regularization of deep neural networks using a novel companion objective function","W. Sun; F. Su","School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China","2015 IEEE International Conference on Image Processing (ICIP)","","2015","","","2865","2869","A novel objective function of deep neuron networks with companion losses of both convolutional layers and non-linear activation functions is proposed, aiming to obtain more discriminative features. Conventional deep neuron networks were generally trained by the end-to-end supervised learning framework, whose performance is restricted by the training problems, such as the gradient vanishing problem, leading to less discriminative features, especially in lower layers. Instead, we build a novel objective function with two kinds of companion losses. The advantages of this framework are as follows: Firstly, it facilities the optimization by solving the gradient vanishing problem. Secondly, both kinds of companion supervised information contribute to obtain more discriminative features. Finally, a good initialization for fine-tuning could be obtained with the aid of the companion supervised training. Experimental results demonstrate the proposed model yielding better performances on the image classification benchmark dataset.","","","10.1109/ICIP.2015.7351326","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7351326","Deep neuron networks;Regularization;Companion objective function;Image classification","Training;Linear programming;Support vector machines;Computational modeling;Neurons;Fasteners;Supervised learning","learning (artificial intelligence);neural nets;optimisation","image classification benchmark dataset;companion supervised training;optimization;companion losses;gradient vanishing problem;training problems;end-to-end supervised learning framework;deep neuron networks;nonlinear activation functions;convolutional layers;companion objective function;deep neural network regularization","","","20","","","","","IEEE","IEEE Conferences"
"Deep transfer metric learning","J. Hu; J. Lu; Y. Tan","School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Advanced Digital Sciences Center, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore","2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)","","2015","","","325","333","Conventional metric learning methods usually assume that the training and test samples are captured in similar scenarios so that their distributions are assumed to be the same. This assumption doesn't hold in many real visual recognition applications, especially when samples are captured across different datasets. In this paper, we propose a new deep transfer metric learning (DTML) method to learn a set of hierarchical nonlinear transformations for cross-domain visual recognition by transferring discriminative knowledge from the labeled source domain to the unlabeled target domain. Specifically, our DTML learns a deep metric network by maximizing the inter-class variations and minimizing the intra-class variations, and minimizing the distribution divergence between the source domain and the target domain at the top layer of the network. To better exploit the discriminative information from the source domain, we further develop a deeply supervised transfer metric learning (DSTML) method by including an additional objective on DTML where the output of both the hidden layers and the top layer are optimized jointly. Experimental results on cross-dataset face verification and person re-identification validate the effectiveness of the proposed methods.","","","10.1109/CVPR.2015.7298629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7298629","","Measurement;Training;Face;Learning systems;Visualization;Machine learning;Face recognition","face recognition;learning (artificial intelligence)","conventional metric learning method;real visual recognition;deep transfer metric learning method;DTML method;hierarchical nonlinear transformation;cross-domain visual recognition;discriminative knowledge;labeled source domain;unlabeled target domain;deep metric network;interclass variation;intraclass variation;distribution divergence;discriminative information;deeply supervised transfer metric learning method;DSTML method;hidden layer;cross-dataset face verification;person reidentification","","73","40","","","","","IEEE","IEEE Conferences"
"Interweaving deep learning and semantic techniques for emotion analysis in human-machine interaction","D. Kollias; G. Marandianos; A. Raouzaiou; A. Stafylopatis","School of Electrical and Computer Engineering National Technical University of Athens 9, Iroon Politechniou street, Athens, Greece; School of Electrical and Computer Engineering National Technical University of Athens 9, Iroon Politechniou street, Athens, Greece; School of Electrical and Computer Engineering National Technical University of Athens 9, Iroon Politechniou street, Athens, Greece; School of Electrical and Computer Engineering National Technical University of Athens 9, Iroon Politechniou street, Athens, Greece","2015 10th International Workshop on Semantic and Social Media Adaptation and Personalization (SMAP)","","2015","","","1","6","This paper presents a new data classification approach which is based on the one hand on deep learning neural networks for effectively extracting well defined categorical information from data and on the other hand on an adaptable support vector machine, which appropriately represents existing related knowledge about user and context specific data. The proposed approach is implemented and successfully tested experimentally for emotion analysis in human machine interaction.","","","10.1109/SMAP.2015.7370086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7370086","deep learning;convolutional networks;kernel based semantic classification;emotion analysis;human computer interaction","Kernel;Support vector machines;Machine learning;Semantics;Emotion recognition;Convolution;Computer architecture","human computer interaction;learning (artificial intelligence);neural nets;pattern classification;support vector machines","interweaving deep learning;semantic technique;emotion analysis;human-machine interaction;data classification approach;deep learning neural network;categorical information;adaptable support vector machine;human machine interaction","","2","33","","","","","IEEE","IEEE Conferences"
"A comparative study for chest radiograph image retrieval using binary texture and deep learning classification","Y. Anavi; I. Kogan; E. Gelbart; O. Geva; H. Greenspan","Medical Image Processing Lab, Department of Biomedical Engineering, Faculty of Engineering, Tel Aviv University, Israel; Medical Image Processing Lab, Department of Biomedical Engineering, Faculty of Engineering, Tel Aviv University, Israel; Medical Image Processing Lab, Department of Biomedical Engineering, Faculty of Engineering, Tel Aviv University, Israel; Medical Image Processing Lab, Department of Biomedical Engineering, Faculty of Engineering, Tel Aviv University, Israel; Medical Image Processing Lab, Department of Biomedical Engineering, Faculty of Engineering, Tel Aviv University, Israel","2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","","2015","","","2940","2943","In this work various approaches are investigated for X-ray image retrieval and specifically chest pathology retrieval. Given a query image taken from a data set of 443 images, the objective is to rank images according to similarity. Different features, including binary features, texture features, and deep learning (CNN) features are examined. In addition, two approaches are investigated for the retrieval task. One approach is based on the distance of image descriptors using the above features (hereon termed the “descriptor”-based approach); the second approach (“classification”-based approach) is based on a probability descriptor, generated by a pair-wise classification of each two classes (pathologies) and their decision values using an SVM classifier. Best results are achieved using deep learning features in a classification scheme.","","","10.1109/EMBC.2015.7319008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7319008","","Pathology;Heart;Feature extraction;Machine learning;Measurement;Biomedical imaging;Support vector machines","diagnostic radiography;image classification;image retrieval;image texture;learning (artificial intelligence);medical image processing;probability;support vector machines","chest radiograph image retrieval;binary texture;deep learning classification;X-ray image retrieval;chest pathology retrieval;query image;binary features;texture features;deep learning features;CNN;image descriptors;descriptor-based approach;classification-based approach;probability descriptor;pair-wise classification;decision values;SVM classifier","Machine Learning;Thorax","14","12","","","","","IEEE","IEEE Conferences"
"4.6 A1.93TOPS/W scalable deep learning/inference processor with tetra-parallel MIMD architecture for big-data applications","S. Park; K. Bong; D. Shin; J. Lee; S. Choi; H. Yoo","KAIST, Daejeon, Korea; KAIST, Daejeon, Korea; KAIST, Daejeon, Korea; KAIST, Daejeon, Korea; KAIST, Daejeon, Korea; KAIST, Daejeon, Korea","2015 IEEE International Solid-State Circuits Conference - (ISSCC) Digest of Technical Papers","","2015","","","1","3","Recently, deep learning (DL) has become a popular approach for big-data analysis in image retrieval with high accuracy [1]. As Fig. 4.6.1 shows, various applications, such as text, 2D image and motion recognition use DL due to its best-in-class recognition accuracy. There are 2 types of DL: supervised DL with labeled data and unsupervised DL with unlabeled data. With unsupervised DL, most of learning time is spent in massively iterative weight updates for a restricted Boltzmann machine [2]. For a -100MB training dataset, >100 TOP computational capability and ~40GB/s IO and SRAM data bandwidth is required. So, a 3.4GHz CPU needs >10 hours learning time with a -100K input-vector dataset and takes ~1 second for recognition, which is far from real-time processing. Thus, DL is typically done using cloud servers or high-performance GPU environments with learning-on-server capability. However, the wide use of smart portable devices, such as smartphones and tablets, results in many applications which need big-data processing with machine learning, such as tagging private photos in personal devices. A high-performance and energy-efficient DL/DI (deep inference) processor is required to realize user-centric pattern recognition in portable devices.","","","10.1109/ISSCC.2015.7062935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7062935","","Program processors;Bandwidth;Parallel processing;Multicore processing;Pipelines;Scalability","Big Data;Boltzmann machines;graphics processing units;image retrieval;inference mechanisms;learning (artificial intelligence);parallel architectures;SRAM chips","inference processor;scalable deep learning processor;tetra-parallel MIMD architecture;big data applications;image retrieval;supervised DL;labeled data;unsupervised DL;unlabeled data;iterative weight update;Boltzmann machine;IO;SRAM;CPU;input vector dataset;GPU environment;learning-on-server capability;smart portable devices;machine learning;personal devices;private photos tagging;user centric pattern recognition;frequency 3.4 GHz","","27","7","","","","","IEEE","IEEE Conferences"
