"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Hierarchical Representation Learning for Kinship Verification","N. Kohli; M. Vatsa; R. Singh; A. Noore; A. Majumdar","Lane Department of Computer Science and Electrical Engineering, West Virginia University, Morgantown, WV, USA; Indraprastha Institute of Information Technology Delhi, New Delhi, India; Indraprastha Institute of Information Technology Delhi, New Delhi, India; Lane Department of Computer Science and Electrical Engineering, West Virginia University, Morgantown, WV, USA; Indraprastha Institute of Information Technology Delhi, New Delhi, India","IEEE Transactions on Image Processing","","2017","26","1","289","302","Kinship verification has a number of applications such as organizing large collections of images and recognizing resemblances among humans. In this paper, first, a human study is conducted to understand the capabilities of human mind and to identify the discriminatory areas of a face that facilitate kinshipcues. The visual stimuli presented to the participants determine their ability to recognize kin relationship using the whole face as well as specific facial regions. The effect of participant gender and age and kin-relation pair of the stimulus is analyzed using quantitative measures such as accuracy, discriminability index d', and perceptual information entropy. Utilizing the information obtained from the human study, a hierarchical kinship verification via representation learning (KVRL) framework is utilized to learn the representation of different face regions in an unsupervised manner. We propose a novel approach for feature representation termed as filtered contractive deep belief networks (fcDBN). The proposed feature representation encodes relational information present in images using filters and contractive regularization penalty. A compact representation of facial images of kin is extracted as an output from the learned model and a multi-layer neural network is utilized to verify the kin accurately. A new WVU kinship database is created, which consists of multiple images per subject to facilitate kinship verification. The results show that the proposed deep learning framework (KVRL-fcDBN) yields the state-of-the-art kinship verification accuracy on the WVU kinship database and on four existing benchmark data sets. Furthermore, kinship information is used as a soft biometric modality to boost the performance of face verification via product of likelihood ratio and support vector machine based approaches. Using the proposed KVRL-fcDBN framework, an improvement of over 20% is observed in the performance of face verification.","","","10.1109/TIP.2016.2609811","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7567585","Kinship verification;face verification;deep belief networks;soft biometrics","Face;Face recognition;Entropy;Indexes;Machine learning;Training","belief networks;face recognition;image representation;learning (artificial intelligence)","hierarchical representation learning;kinship verification;human study;human mind capability;kin relationship;facial region;kin-relation pair;participant gender;participant age;quantitative measure;accuracy measure;discriminability index;perceptual information entropy;KVRL framework;unsupervised learning;filtered contractive deep belief networks;fcDBN;feature representation;contractive regularization penalty;WVU kinship database;KVRL-fcDBN framework","","22","59","","","","","IEEE","IEEE Journals"
"Deep Model Based Domain Adaptation for Fault Diagnosis","W. Lu; B. Liang; Y. Cheng; D. Meng; J. Yang; T. Zhang","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA; Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China; Graduate School at Shenzhen, Tsinghua University, Shenzhen, China; Department of Automation, Tsinghua University, Beijing, China","IEEE Transactions on Industrial Electronics","","2017","64","3","2296","2305","In recent years, machine learning techniques have been widely used to solve many problems for fault diagnosis. However, in many real-world fault diagnosis applications, the distribution of the source domain data (on which the model is trained) is different from the distribution of the target domain data (where the learned model is actually deployed), which leads to performance degradation. In this paper, we introduce domain adaptation, which can find the solution to this problem by adapting the classifier or the regression model trained in a source domain for use in a different but related target domain. In particular, we proposed a novel deep neural network model with domain adaptation for fault diagnosis. Two main contributions are concluded by comparing to the previous works: first, the proposed model can utilize domain adaptation meanwhile strengthening the representative information of the original data, so that a high classification accuracy in the target domain can be achieved, and second, we proposed several strategies to explore the optimal hyperparameters of the model. Experimental results, on several real-world datasets, demonstrate the effectiveness and the reliability of both the proposed model and the exploring strategies for the parameters.","","","10.1109/TIE.2016.2627020","Natural Science Foundation of Guangdong Province; Research Foundation of Shenzhen; National Natural Science Foundation of China; Shenzhen Key Laboratory of Space Robotic Technology and Telescience; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7740016","Deep neural network (DNN);domain adaptation;fault diagnosis","Fault diagnosis;Adaptation models;Neural networks;Training;Data models;Feature extraction;Machine learning","fault diagnosis;learning (artificial intelligence);neural nets;pattern classification;regression analysis","deep model based domain adaptation;fault diagnosis;machine learning techniques;source domain data distribution;target domain data distribution;performance degradation;classifier model;regression model;novel deep neural network model;optimal model hyperparameters","","84","39","","","","","IEEE","IEEE Journals"
"UTiLearn: A Personalised Ubiquitous Teaching and Learning System for Smart Societies","R. Mehmood; F. Alam; N. N. Albogami; I. Katib; A. Albeshri; S. M. Altowaijri","High Performance Computing Center, King Abdulaziz University, Jeddah, Saudi Arabia; Department of Computer Science, Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah, Saudi Arabia; Department of Computer Science, Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah, Saudi Arabia; Department of Computer Science, Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah, Saudi Arabia; Department of Computer Science, Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah, Saudi Arabia; Faculty of Computing and Information Technology, Northern Border University, Arar, Saudi Arabia","IEEE Access","","2017","5","","2615","2635","The education industry around the globe is undergoing major transformations. Organizations, such as Coursera are advancing new business models for education. A number of major industries have dropped degrees from the job requirements. While the economics of higher education institutions are under threat in a continuing gloomy global economy, digital and lifelong learners are increasingly demanding new teaching and learning paradigms from educational institutions. There is an urgent need to transform teaching and learning landscape in order to drive global economic growth. The use of distance eTeaching and eLearning (DTL) is on the rise among digital natives alongside our evolution toward smart societies. However, the DTL systems today lack the necessary sophistication due to several challenges including data analysis and management, learner-system interactivity, system cognition, resource planning, agility, and scalability. This paper proposes a personalised Ubiquitous eTeaching & eLearning (UTiLearn) framework that leverages Internet of Things, big data, supercomputing, and deep learning to provide enhanced development, management, and delivery of teaching and learning in smart society settings. A proof of concept UTiLearn system has been developed based on the framework. A detailed design, implementation, and evaluation of the UTiLearn system, including its five components, are provided using 11 widely used datasets.","","","10.1109/ACCESS.2017.2668840","Deanship of Scientific Research, King Abdulaziz University, Jeddah, Saudi Arabia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7855752","Big data;computational and artificial intelligence;distance learning;high performance computing;Internet of Things","Big Data;Smart cities;Computer aided instruction;Economics;Electronic learning","Big Data;computer aided instruction;continuing professional development;distance learning;educational institutions;further education;Internet of Things;learning (artificial intelligence);parallel processing;societies;teaching","smart societies;education industry;Coursera;business models;job requirements;higher education institution economics;global economy;lifelong learners;digital learners;distance eTeaching and eLearning;DTL systems;digital natives;learner-system interactivity;system cognition;resource planning;data analysis;data management;agility;scalability;personalised ubiquitous eTeaching & eLearning framework;UTiLearn system;supercomputing;Big Data;deep learning","","39","113","","","","","IEEE","IEEE Journals"
"Learning Deep NBNN Representations for Robust Place Categorization","M. Mancini; S. R. Bulò; E. Ricci; B. Caputo","University of Rome La Sapienza, Fondazione Bruno Kessler, Rome, Trento, ItalyItaly; Fondazione Bruno Kessler, Mapillary, Trento, Graz, ItalyAustria; Fondazione Bruno Kessler, University of Perugia, Trento, Perugia, ItalyItaly; University of Rome La Sapienza, Rome, Italy","IEEE Robotics and Automation Letters","","2017","2","3","1794","1801","This letter presents an approach for semantic place categorization using data obtained from RGB cameras. Previous studies on visual place recognition and classification have shown that by considering features derived from pretrained convolutional neural networks (CNNs) in combination with part-based classification models, high recognition accuracy can be achieved, even in the presence of occlusions and severe viewpoint changes. Inspired by these works, we propose to exploit local deep representations, representing images as set of regions applying a Naïve Bayes nearest neighbor (NBNN) model for image classification. As opposed to previous methods, where CNNs are merely used as feature extractors, our approach seamlessly integrates the NBNN model into a fully CNN. Experimental results show that the proposed algorithm outperforms previous methods based on pretrained CNN models and that, when employed in challenging robot place recognition tasks, it is robust to occlusions, environmental and sensor changes.","","","10.1109/LRA.2017.2705282","ERC; CHIST-ERA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930504","Recognition;semantic scene understanding;visual learning","Feature extraction;Semantics;Training;Computer architecture;Robustness;Robot sensing systems","cameras;feature extraction;feedforward neural nets;image classification;image colour analysis;image representation;learning (artificial intelligence);robot vision","learning deep NBNN representation;robust place categorization;semantic place categorization;RGB cameras;local deep representations;image representation;naive Bayes near-neighbor model;image classification;CNN;convolutional neural networks;robot place recognition tasks","","10","41","","","","","IEEE","IEEE Journals"
"Epithelium-Stroma Classification via Convolutional Neural Networks and Unsupervised Domain Adaptation in Histopathological Images","Y. Huang; H. Zheng; C. Liu; X. Ding; G. K. Rohde","School of Information Science and Engineering, Xiamen University, Xiamen, China; School of Information Science and Engineering, Xiamen University, Xiamen, China; Department of Biomedical Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; School of Information Science and Engineering, Xiamen University, Xiamen, China; Electrical Engineering Department and Biomedical Engineering Department, University of Virginia, VA, USA","IEEE Journal of Biomedical and Health Informatics","","2017","21","6","1625","1632","Epithelium-stroma classification is a necessary preprocessing step in histopathological image analysis. Current deep learning based recognition methods for histology data require collection of large volumes of labeled data in order to train a new neural network when there are changes to the image acquisition procedure. However, it is extremely expensive for pathologists to manually label sufficient volumes of data for each pathology study in a professional manner, which results in limitations in real-world applications. A very simple but effective deep learning method, that introduces the concept of unsupervised domain adaptation to a simple convolutional neural network (CNN), has been proposed in this paper. Inspired by transfer learning, our paper assumes that the training data and testing data follow different distributions, and there is an adaptation operation to more accurately estimate the kernels in CNN in feature extraction, in order to enhance performance by transferring knowledge from labeled data in source domain to unlabeled data in target domain. The model has been evaluated using three independent public epithelium-stroma datasets by cross-dataset validations. The experimental results demonstrate that for epithelium-stroma classification, the proposed framework outperforms the state-of-the-art deep neural network model, and it also achieves better performance than other existing deep domain adaptation methods. The proposed model can be considered to be a better option for real-world applications in histopathological image analysis, since there is no longer a requirement for large-scale labeled data in each specified domain.","","","10.1109/JBHI.2017.2691738","National Natural Science Foundation of China; Guangdong Natural Science Foundation; Natural Science Foundation of Fujian Province of China; Fundamental Research Funds; Central Universities; CCF-Tencent; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7893702","Convolutional neural networks;domain adaptation;epithelium-stroma classification;histopathological image analysis;transfer learning","Neural networks;Training;Kernel;Feature extraction;Image analysis;Machine learning;Adaptation models","biomedical optical imaging;cancer;feature extraction;image classification;medical image processing;neural nets;unsupervised learning","epithelium-stroma classification;convolutional neural networks;unsupervised domain adaptation;histopathological image analysis;recognition method;histology data;image acquisition procedure;deep learning method;transfer learning;epithelium-stroma dataset;feature extraction","Algorithms;Breast Neoplasms;Connective Tissue;Epithelium;Female;Histocytochemistry;Humans;Image Processing, Computer-Assisted;Machine Learning;Neural Networks (Computer)","3","28","Traditional","","","","IEEE","IEEE Journals"
"Deformable Patterned Fabric Defect Detection With Fisher Criterion-Based Deep Learning","Y. Li; W. Zhao; J. Pan","School of Electronic and Information Engineering, North China University of Technology, Beijing, China; Shijiazhuang Tiedao University, Institute of Structure Health Monitoring and Control, Shijiazhuang, China; School of Electronic and Information Engineering, North China University of Technology, Beijing, China","IEEE Transactions on Automation Science and Engineering","","2017","14","2","1256","1264","In this paper, we propose a discriminative representation for patterned fabric defect detection when only limited negative samples are available. Fabric patches are efficiently classified into defectless and defective categories by Fisher criterion-based stacked denoising autoencoders (FCSDA). First, fabric images are divided into patches of the same size, and both defective and defectless samples are utilized to train FCSDA. Second, test patches are classified through FCSDA into defective and defectless categories. Finally, the residual between the reconstructed image and defective patch is calculated, and the defect is located by thresholding. Experimental results demonstrate the effectiveness of the proposed scheme in the defect detection for periodic patterned fabric and more complex jacquard warp-knitted fabric.","","","10.1109/TASE.2016.2520955","Beijing Education Committee Science and Technology Project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7398188","Deep learning;denoising autoencoder (DA);fabric defect detection;Fisher criterion;patterned fabric","Fabrics;Neural networks;Training;Machine learning;Inspection;Transforms;Noise reduction","fabrics;flaw detection;image classification;image reconstruction;image segmentation;object detection;production engineering computing;quality control","deformable patterned fabric defect detection;Fisher criterion-based deep learning;fabric patches classification;Fisher criterion-based stacked denoising autoencoders;FCSDA;image reconstruction;thresholding;jacquard warp-knitted fabric;quality control","","48","28","","","","","IEEE","IEEE Journals"
"Layerwise Class-Aware Convolutional Neural Network","Z. Cui; Z. Niu; L. Liu; S. Yan","Key Laboratory of Child Development and Learning Science, Ministry of Education, Research Center for Learning Science, Southeast University, Nanjing, China; Department of Electrical and Computer Engineering, National University of Singapore, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Singapore","IEEE Transactions on Circuits and Systems for Video Technology","","2017","27","12","2601","2612","The human vision system usually has a specifically activated area of neurons when recognizing a category of images. Inspired by this visual mechanism, we propose a layerwise class-aware convolutional neural network architecture to explicitly discover category-tailored neurons on intermediate hidden layers to improve the network learning ability. Instead of directly selecting activated neurons for different categories, we inversely suppress those neurons of intermediate layers irrelevant with the given target class to produce a class-specific subnetwork, which implicitly enhances the discriminability of hidden layer features due to the increase of the inter-class discrepancy on them. Together with the classifier of the top layer, we jointly learn this network by formulating the suppressor of hidden layers as a penalty term in the objective function. To address class-specific neuron suppression in each hidden layer, we also introduce a statistic method based on mutual information to dynamically and automatically update the suppressed neurons during the network training. Extensive experiments demonstrate that the proposed model is superior to the state-of-the-art models.","","","10.1109/TCSVT.2016.2587389","National Basic Research Program of China; National Natural Science Foundation of China; Natural Science Foundation of Jiangsu Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7505898","Convolutional neural network (CNN);deep learning;mutual information;object classification","Machine  learning;Biological neural networks;Training;Mutual information;Computer architecture;Computational modeling;Convolutional codes","learning (artificial intelligence);neural nets","layerwise class-aware convolutional neural network architecture;network learning ability;activated neurons;class-specific subnetwork;hidden layer features;inter-class discrepancy;class-specific neuron suppression;suppressed neurons;network training;human vision system;specifically activated area;visual mechanism","","","36","","","","","IEEE","IEEE Journals"
"Person Reidentification Using Deep Convnets With Multitask Learning","N. McLaughlin; J. M. del Rincon; P. C. Miller","Institute of Electronics, Communications and Information Technology, Queen’s University Belfast, Belfast, U.K.; Institute of Electronics, Communications and Information Technology, Queen’s University Belfast, Belfast, U.K.; Institute of Electronics, Communications and Information Technology, Queen’s University Belfast, Belfast, U.K.","IEEE Transactions on Circuits and Systems for Video Technology","","2017","27","3","525","539","Person reidentification involves recognizing a person across nonoverlapping camera views, with different pose, illumination, and camera characteristics. We propose to tackle this problem by training a deep convolutional network to represent a person's appearance as a low-dimensional feature vector that is invariant to common appearance variations encountered in the reidentification problem. Specifically, a Siamese network architecture is used to train a feature extraction network using pairs of similar and dissimilar images. We show that the use of a novel multitask learning objective is crucial for regularizing the network parameters in order to prevent overfitting due to the small size of the training data set. We complement the verification task, which is at the heart of reidentification, by training the network to jointly perform verification and identification and to recognize attributes related to the clothing and pose of the person in each image. In addition, we show that our proposed approach performs well even in the challenging cross-data set scenario, which may better reflect real-world expected performance.","","","10.1109/TCSVT.2016.2619498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7600455","Deep learning;feature embedding;neural networks;person reidentification","Feature extraction;Measurement;Cameras;Training;Image color analysis;Lighting;Neural networks","cameras;feature extraction;image recognition;learning (artificial intelligence);lighting;neural nets;pose estimation","person reidentification;person recognition;nonoverlapping camera views;illumination;camera characteristics;pose characteristics;deep convolutional network;person appearance representation;low-dimensional feature vector;appearance variations;Siamese network architecture;similar images;dissimilar images;feature extraction network training;training data set;clothing;attribute recognition;cross-data set","","15","67","","","","","IEEE","IEEE Journals"
"Deep Recurrent Neural Networks for Hyperspectral Image Classification","L. Mou; P. Ghamisi; X. X. Zhu","German Aerospace Center, Remote Sensing Technology Institute, Wessling, Germany; German Aerospace Center, Remote Sensing Technology Institute, Wessling, Germany; German Aerospace Center, Remote Sensing Technology Institute, Wessling, Germany","IEEE Transactions on Geoscience and Remote Sensing","","2017","55","7","3639","3655","In recent years, vector-based machine learning algorithms, such as random forests, support vector machines, and 1-D convolutional neural networks, have shown promising results in hyperspectral image classification. Such methodologies, nevertheless, can lead to information loss in representing hyperspectral pixels, which intrinsically have a sequence-based data structure. A recurrent neural network (RNN), an important branch of the deep learning family, is mainly designed to handle sequential data. Can sequence-based RNN be an effective method of hyperspectral image classification? In this paper, we propose a novel RNN model that can effectively analyze hyperspectral pixels as sequential data and then determine information categories via network reasoning. As far as we know, this is the first time that an RNN framework has been proposed for hyperspectral image classification. Specifically, our RNN makes use of a newly proposed activation function, parametric rectified tanh (PRetanh), for hyperspectral sequential data analysis instead of the popular tanh or rectified linear unit. The proposed activation function makes it possible to use fairly high learning rates without the risk of divergence during the training procedure. Moreover, a modified gated recurrent unit, which uses PRetanh for hidden representation, is adopted to construct the recurrent layer in our network to efficiently process hyperspectral data and reduce the total number of parameters. Experimental results on three airborne hyperspectral images suggest competitive performance in the proposed mode. In addition, the proposed network architecture opens a new window for future research, showcasing the huge potential of deep recurrent networks for hyperspectral data analysis.","","","10.1109/TGRS.2016.2636241","China Scholarship Council; Alexander von Humboldt Foundation; Helmholtz Association through the framework of the Young Investigators Group SiPEO; European Research Council (ERC) under the European Unions Horizon 2020 Research and Innovation Programme (Acronym: So2Sat); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7914752","Convolutional neural network (CNN);deep learning;gated recurrent unit (GRU);hyperspectral image classification;long short-term memory (LSTM);recurrent neural network (RNN)","Hyperspectral imaging;Recurrent neural networks;Logic gates;Support vector machines;Data models","data analysis;geophysical techniques;hyperspectral imaging;image classification;neural nets","deep recurrent neural networks;hyperspectral image classification method;vector-based machine learning algorithms;random forests;support vector machines;1-D convolutional neural networks;hyperspectral image classification;information loss;hyperspectral pixels;sequence-based data structure;deep learning family;sequential data;sequence-based RNN model;information categories;network reasoning;parametric rectified tanh;activation function;hyperspectral sequential data analysis;rectified linear unit;modified gated recurrent unit;hyperspectral data process;airborne hyperspectral images;network architecture","","156","48","","","","","IEEE","IEEE Journals"
"Surface Water Mapping by Deep Learning","F. Isikdogan; A. C. Bovik; P. Passalacqua","University of Texas at Austin, Austin, TX, USA; University of Texas at Austin, Austin, TX, USA; University of Texas at Austin, Austin, TX, USA","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","","2017","10","11","4909","4918","Mapping of surface water is useful in a variety of remote sensing applications, such as estimating the availability of water, measuring its change in time, and predicting droughts and floods. Using the imagery acquired by currently active Landsat missions, a surface water map can be generated from any selected region as often as every 8 days. Traditional Landsat water indices require carefully selected threshold values that vary depending on the region being imaged and on the atmospheric conditions. They also suffer from many false positives, arising mainly from snow and ice, and from terrain and cloud shadows being mistaken for water. Systems that produce high-quality water maps usually rely on ancillary data and complex rule-based expert systems to overcome these problems. Here, we instead adopt a data-driven, deep-learning-based approach to surface water mapping. We propose a fully convolutional neural network that is trained to segment water on Landsat imagery. Our proposed model, named Deep-WaterMap, learns the characteristics of water bodies from data drawn from across the globe. The trained model separates water from land, snow, ice, clouds, and shadows using only Landsat bands as input. Our code and trained models are publicly available at http://live.ece.utexas.edu/research/deepwatermap/.","","","10.1109/JSTARS.2017.2735443","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8013683","Computer vision;convolutional neural networks;landsat;machine learning;remote sensing","Remote sensing;Earth;Satellites;Image segmentation;Water;Biological neural networks","expert systems;floods;geophysical image processing;hydrological techniques;image classification;image processing;image segmentation;learning (artificial intelligence);neural nets;remote sensing;statistical analysis;water","surface water mapping;currently active Landsat missions;surface water map;Traditional Landsat water indices;high-quality water maps;deep-learning-based approach;segment water;water bodies;trained model separates water;time 8.0 d","","12","40","Traditional","","","","IEEE","IEEE Journals"
"Deep Models for Engagement Assessment With Scarce Label Information","F. Li; G. Zhang; W. Wang; R. Xu; T. Schnell; J. Wen; F. McKenzie; J. Li","Department of Electrical and Computer Engineering, Old Dominion University, Norfolk, VA, USA; Intelligent Automation, Inc., Rockville, MD, USA; Intelligent Automation, Inc., Rockville, MD, USA; Intelligent Automation, Inc., Rockville, MD, USA; Department of Industrial Engineering, University of Iowa, Iowa City, IA, USA; Department of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; Department of Electrical and Computer Engineering, Old Dominion University, Norfolk, VA, USA; Department of Electrical and Computer Engineering, Old Dominion University, Norfolk, VA, USA","IEEE Transactions on Human-Machine Systems","","2017","47","4","598","605","Task engagement is delined as loadings on energetic arousal (affect), task motivation, and concentration (cognition) [1]. It is usually challenging and expensive to label cognitive state data, and traditional computational models trained with limited label information for engagement assessment do not perform well because of overlitting. In this paper, we proposed two deep models (i.e., a deep classilier and a deep autoencoder) for engagement assessment with scarce label information. We recruited 15 pilots to conduct a 4-h flight simulation from Seattle to Chicago and recorded their electroencephalograph (EEG) signals during the simulation. Experts carefully examined the EEG signals and labeled 20 min of the EEG data for each pilot. The EEG signals were preprocessed and power spectral features were extracted. The deep models were pretrained by the unlabeled data and were line-tuned by a different proportion of the labeled data (top 1%, 3%, 5%, 10%, 15%, and 20%) to learn new representations for engagement assessment. The models were then tested on the remaining labeled data. We compared performances of the new data representations with the original EEG features for engagement assessment. Experimental results show that the representations learned by the deep models yielded better accuracies for the six scenarios (77.09%, 80.45%, 83.32%, 85.74%, 85.78%, and 86.52%), based on different proportions of the labeled data for training, as compared with the corresponding accuracies (62.73%, 67.19%, 73.38%, 79.18%, 81.47%, and 84.92%) achieved by the original EEG features. Deep models are effective for engagement assessment especially when less label information was used for training.","","","10.1109/THMS.2016.2608933","NASA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7579229","Deep learning;electroencephalography (EEG);engagement assessment;scarce label information","Electroencephalography;Brain models;Data models;Training;Machine learning;Feature extraction","electroencephalography;feature extraction;medical signal processing","scarce label information;engagement assessment;energetic arousal;task motivation;cognition;cognitive state data labeling;deep classilier model;deep autoencoder model;electroencephalograph signal;EEG signal;power spectral feature extraction;EEG signals;electroencephalography","","6","41","","","","","IEEE","IEEE Journals"
"Automated Melanoma Recognition in Dermoscopy Images via Very Deep Residual Networks","L. Yu; H. Chen; Q. Dou; J. Qin; P. Heng","Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong; Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong; Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong; Centre for Smart Health, School of Nursing, The Hong Kong Polytechnic University, Hong Kong; Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong","IEEE Transactions on Medical Imaging","","2017","36","4","994","1004","Automated melanoma recognition in dermoscopy images is a very challenging task due to the low contrast of skin lesions, the huge intraclass variation of melanomas, the high degree of visual similarity between melanoma and non-melanoma lesions, and the existence of many artifacts in the image. In order to meet these challenges, we propose a novel method for melanoma recognition by leveraging very deep convolutional neural networks (CNNs). Compared with existing methods employing either low-level hand-crafted features or CNNs with shallower architectures, our substantially deeper networks (more than 50 layers) can acquire richer and more discriminative features for more accurate recognition. To take full advantage of very deep networks, we propose a set of schemes to ensure effective training and learning under limited training data. First, we apply the residual learning to cope with the degradation and overfitting problems when a network goes deeper. This technique can ensure that our networks benefit from the performance gains achieved by increasing network depth. Then, we construct a fully convolutional residual network (FCRN) for accurate skin lesion segmentation, and further enhance its capability by incorporating a multi-scale contextual information integration scheme. Finally, we seamlessly integrate the proposed FCRN (for segmentation) and other very deep residual networks (for classification) to form a two-stage framework. This framework enables the classification network to extract more representative and specific features based on segmented results instead of the whole dermoscopy images, further alleviating the insufficiency of training data. The proposed framework is extensively evaluated on ISBI 2016 Skin Lesion Analysis Towards Melanoma Detection Challenge dataset. Experimental results demonstrate the significant performance gains of the proposed framework, ranking the first in classification and the second in segmentation among 25 teams and 28 teams, respectively. This study corroborates that very deep CNNs with effective training mechanisms can be employed to solve complicated medical image analysis tasks, even with limited training data.","","","10.1109/TMI.2016.2642839","Research Grants Council of the Hong Kong Special Administrative Region; Guangdong Natural Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7792699","Automated melanoma recognition;fully convolutional neural networks;residual learning;skin lesion analysis;very deep convolutional neural networks","Malignant tumors;Lesions;Skin;Image segmentation;Feature extraction;Training data;Biomedical imaging","biomedical optical imaging;cancer;image recognition;image segmentation;learning (artificial intelligence);medical image processing;neural nets;optical microscopy;skin","automated melanoma recognition;dermoscopy images;deep residual networks;deep convolutional neural networks;low-level hand-crafted features;training data;fully convolutional residual network;skin lesion segmentation;classification network;medical image analysis","Artifacts;Dermoscopy;Humans;Melanoma;Neural Networks (Computer)","159","49","","","","","IEEE","IEEE Journals"
"SOLAR: Services-oriented Deep Learning Architectures","C. Wang; L. Gong; A. Wang; X. Li; P. C. K. Hung; Z. Xuehai","Computer Science, Universiity of Science and Technology of China, Suzhou, Jiangsu China 215123 (e-mail: saintwc@mail.ustc.edu.cn); Computer Science, Universiity of Science and Technology of China, Suzhou, Jiangsu China (e-mail: leigong0203@mail.ustc.edu.cn); Software Engineering, University of Science and Technology of China, Suzhou, Jiangsu China (e-mail: wangal@ustc.edu.cn); Computer Science, Universiity of Science and Technology of China, Hefei, Anhui China (e-mail: llxx@ustc.edu.cn); Faculty of Business and Information Technology, University of Ontario Institute of Technology (UOIT), Oshawa, Ontario Canada L1H 7K4 (e-mail: patrick.hung@uoit.ca); Computer Science Department, University of Science and Technology of China, Hefei, Anhui China (e-mail: xhzhou@ustc.edu.cn)","IEEE Transactions on Services Computing","","2017","PP","99","1","1","Deep learning has been an emerging field of machine learning during past decades. However, the diversity and large scale data size have posed significant challenge to construct a flexible and high performance implementations of deep learning neural networks. In order to improve the performance as well to maintain the scalability, in this paper we present SOLAR, a services-oriented deep learning architecture using various ac-celerators like GPU and FPGA. SOLAR provides a uniform programming model to users so that the hardware implemen-tation and the scheduling is invisible to the programmers. At runtime, the services can be executed either on the software processors or the hardware accelerators. To leverage the trade-offs between the metrics among performance, power, energy, and efficiency, we present a multitarget design space explora-tion. Experimental results on the real state-of-the-art FPGA board demonstrate that the SOLAR is able to provide a ubiq-uitous framework for diverse applications without increasing the burden of the programmers. Moreover, the speedup of the GPU and FPGA hardware accelerator in SOLAR can achieve significant speedup comparing to the conventional Intel i5 pro-cessors with great scalability.","","","10.1109/TSC.2017.2777478","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8119814","Services-oriented Architecture;Deep Learn-ing;neural network;accelerator","Machine learning;Hardware;Service-oriented architecture;Computer architecture;Field programmable gate arrays;Training","","","","1","","","","","","IEEE","IEEE Early Access Articles"
