"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"VERITAS-an application for knowledge verification","J. Santos; C. Ramos; Z. A. Vale; A. Marques","Dept. of Comput. Eng., Polytech.. Inst. of Porto, Portugal; NA; NA; NA","Proceedings 11th International Conference on Tools with Artificial Intelligence","","1999","","","441","444","Knowledge management is one of the most important goals of any organization. Therefore, several automatic tools are used for that purpose, e.g. Knowledge Based Systems (KBS), Experts Systems, Data Mining Applications and Computer Aided Decision Systems. The validation and verification (V&V) process is fundamental in order to ensure the quality of used knowledge. The usage of automatic verification tools can be a reliable, inexpensive and reusable way to overcome the constant growth of the Knowledge Bases, the shortening of development times and the costs of Validation, specially field tests. This paper addresses the verification of Knowledge Based Systems, focussing on VERITAS, a verification tool initially developed to verify a KBS used to assist operators of Portuguese Transmission Control Centers in incident analysis and power restoration VERITAS performs knowledge base structural analysis allowing the detection of knowledge anomalies.","","","10.1109/TAI.1999.809839","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=809839","","Knowledge based systems;Application software;Performance analysis;Knowledge management;Expert systems;Data mining;Computer applications;Costs;Automatic testing;Control systems","knowledge based systems;program verification;software tools","VERITAS;knowledge verification;automatic verification tools;Knowledge Based Systems;KBS","","1","11","","","","","IEEE","IEEE Conferences"
"MASKED: A MapReduce Solution for the Kappa-Pruned Ensemble-Based Anomaly Detection System","M. S. Islam; K. K. Sabor; A. Trabelsi; W. Hamou-Lhadj; L. Alawneh","Dept. of Electr. & Comput. Eng., Concordia Univ., Montreal, QC, Canada; Dept. of Electr. & Comput. Eng., Concordia Univ., Montreal, QC, Canada; Dept. of Electr. & Comput. Eng., Concordia Univ., Montreal, QC, Canada; Dept. of Electr. & Comput. Eng., Concordia Univ., Montreal, QC, Canada; Dept. of Software Eng., Jordan Univ. of Sci. & Technol., Irbid, Jordan","2018 IEEE International Conference on Software Quality, Reliability and Security (QRS)","","2018","","","25","34","Detecting system anomalies at run-time is critical for system reliability and security. Studies in this area focused mainly on effectiveness of the proposed approaches; that is, the ability to detect anomalies with high accuracy. However, less attention was given to efficiency. In this paper, we propose an efficient MapReduce Solution for the Kappa-pruned Ensemble based Anomaly Detection System (MASKED). It profiles the heterogeneous features from large-scale traces of system calls and processes them by heterogeneous anomaly detectors which are Sequence-Time Delay Embedding (STIDE), Hidden Markov Model (HMM), and One-class Support Vector Machine (OCSVM). We deployed MASKED on a Hadoop cluster using the MapReduce programming model. We compared their efficiency and scalability by varying the size of the cluster. We assessed the performance of the proposed approach using the CANALI-WD dataset which consists of 180 GB of execution traces, collected from 10 different machines. Experimental results show that MASKED becomes more efficient and scalable as the file size is increased (e.g., 6-node cluster is 8 times faster than the 2-node cluster). Moreover, the throughput achieved on a 6-node solution is up to 5 times better than a 2-node solution.","","","10.1109/QRS.2018.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424954","Anomaly Detection, Boolean Combination, Ensemble, Heterogeneous Detectors, Hadoop, MapReduce, System Call Traces","Hidden Markov models;Detectors;Anomaly detection;Feature extraction;Microsoft Windows;Machine learning;Data models","hidden Markov models;parallel processing;security of data;support vector machines","system security;MapReduce Solution;system reliability;system anomalies;Kappa-pruned Ensemble-based Anomaly Detection System;MapReduce programming model;One-class Support Vector Machine;Hidden Markov Model;Sequence-Time Delay Embedding;heterogeneous anomaly detectors;memory size 180.0 GByte","","","47","","","","","IEEE","IEEE Conferences"
"Anomaly Detection and Root Cause Localization in Virtual Network Functions","C. Sauvanaud; K. Lazri; M. Kaâniche; K. Kanoun","LAAS, Univ. de Toulouse, Toulouse, France; LAAS, Univ. de Toulouse, Toulouse, France; LAAS, Univ. de Toulouse, Toulouse, France; LAAS, Univ. de Toulouse, Toulouse, France","2016 IEEE 27th International Symposium on Software Reliability Engineering (ISSRE)","","2016","","","196","206","The maturity of hardware virtualization has motivated Communication Service Providers (CSPs) to apply thisparadigm to network services. Virtual Network Functions (VNFs)result from this trend and raise new dependability challengesrelated to network softwarisation that are still not thoroughlyexplored. This paper describes a new approach to detect ServiceLevel Agreements (SLAs) violations and preliminary symptomsof SLAs violations. In particular, one other major objectiveof our approach is to help CSP administrators to identify theanomalous VM at the origin of the detected SLA violation, whichshould enable them to proactively plan for appropriate recoverystrategies. To this end, we make use of virtual machine (VM)monitoring data and perform both a per-VM and an ensembleanalysis. Our approach includes a supervised machine learningalgorithm as well as fault injection tools. The experimental testbedconsists of a virtual IP Multimedia Subsystem developed by theClearwater project. Experimental results show that our approachcan achieve high precision and recall, and low false alarm rateand can pinpoint the root anomalous VNF VM causing SLAviolations. It can also detect preliminary symptoms of highworkloads triggering SLA violations.","","","10.1109/ISSRE.2016.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7774520","Anomaly detection;VNF;monitoring data;machine learning;fault injection;SLA;root cause analysis","Monitoring;Quality of service;Measurement;Data models;Training;Runtime;Virtual machine monitors","contracts;learning (artificial intelligence);multimedia computing;virtual machines","anomaly detection;root cause localization;virtual network functions;hardware virtualization;communication service providers;service level agreements;SLA violations;CSP administrators;virtual machine;VM monitoring data;ensemble analysis;supervised machine learning algorithm;fault injection tools;virtual IP multimedia subsystem;Clearwater project;false alarm rate;VNF VM","","17","34","","","","","IEEE","IEEE Conferences"
"Towards Prediction of Security Attacks on Software Defined Networks: A Big Data Analytic Approach","E. Unal; S. Sen-Baidya; R. Hewett","Department of Computer Science, Texas Tech University, Lubbock, TX, USA; Department of Computer Science, Texas Tech University, Lubbock, TX, USA; Department of Computer Science, Texas Tech University, Lubbock, TX, USA","2018 IEEE International Conference on Big Data (Big Data)","","2018","","","4582","4588","Cyber-physical systems (CPS) tightly integrate physical and computing processes by monitoring and control data interacting between them via underlying networks. Software Defined Network (SDN) Technology has increasingly become essential in many advanced computer networks, including those in modern CPS, to provide flexible and agile network development. Despite many benefits that SDN offers, malicious attacks that can eventually prevent network services are unavoidable. Among the most predominant attacks on SDN controller layer, Link Discovery Attack and ARP (Address Resolution Protocol) Spoofing Attack are fundamental in that they are the gateways of many other SDN threats and attacks. To defend these attacks, most existing techniques either rely on relatively complex data validation techniques or use thresholds that can be subjective and unable to detect more than one type of attacks at a time if one deciding factor is used. While Big data technology, particularly machine learning, has been widely used for intrusion/anomaly detection, little has been done in SDN. This paper explores how well this technology can be used to predict these SDN attacks. By employing typical machine learning algorithms on simulated data of routing in SDN when attacks occur, preliminary results, obtained from four machine learning models, show the average area under ROC curve of over 96% and 92% for sample size 50,970 (12 switches) and 60,000 (20 switches), respectively. Further experiments show near-linear scaling in training time for the best performing algorithm when sample size grows up to 100,000.","","","10.1109/BigData.2018.8622524","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622524","Software-Defined Networking;SDN-specific security;Link Discovery attack;ARP Spoofing attack;Machine Learning;Data Analytic Applications","Control systems;Protocols;Software defined networking;Security;Big Data;Machine learning;Computer architecture","Big Data;computer network security;cyber-physical systems;data analysis;IP networks;learning (artificial intelligence);software defined networking","security attacks;Big data analytic approach;cyber-physical systems;flexible network development;agile network development;malicious attacks;SDN controller layer;SDN attacks;software defined network technology;computer networks;CPS;ARP spoofing attack;link discovery attack;address resolution protocol spoofing attack;machine learning;intrusion-anomaly detection","","1","23","","","","","IEEE","IEEE Conferences"
"Deep Learning Based Automated Extraction of Intra-Retinal Layers for Analyzing Retinal Abnormalities","T. Hassan; A. Usman; M. U. Akram; M. Furqan Masood; U. Yasin","Department of Computer & Software Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Department of Electrical and Computer Engineering, Center for Advanced Studies in Engineering, Islamabad, Pakistan; Department of Computer & Software Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Department of Electrical and Computer Engineering, Center for Advanced Studies in Engineering, Islamabad, Pakistan; Department of Ophthalmology, Armed Forces Institute of Ophthalmology, Rawalpindi, Pakistan","2018 IEEE 20th International Conference on e-Health Networking, Applications and Services (Healthcom)","","2018","","","1","5","Extraction of retinal layers from optical coherence tomography (OCT) scans is critical for analyzing retinal anomalies and manual segmentation of these retinal layers is a very cumbersome task. Recently, deep learning has gained much popularity in medical image analysis due to its underlying precision and robustness. Many researchers have utilized deep learning for extracting retinal layers from OCT images. However, to the best of our knowledge, there is no literature available that presents a robust segmentation framework that is able to extract retinal layers from OCT scans having different retinal pathological syndromes. Therefore, this paper presents a deep convolutional neural network and structure tensor-based segmentation framework (CNN-STSF) for the fully automated segmentation of up to eight retinal layers from normal as well as diseased OCT scans. First of all, the proposed framework computes coherent tensor from the candidate scan through which retinal layers are extracted. Afterwards, the pixels representing the layers are further classified using cloud based deep convolutional neural network (CNN) model trained on 1,200 retinal layers patches. CNN model in the proposed framework computes the probability of each layer pixels and assign it to be part of that layer for which it has the highest probability. The proposed framework was tested and validated on more than 39,000 retinal OCT scans from different publicly available datasets and from local Armed Forces Institute of Ophthalmology (AFIO) dataset where it outperformed all the existing solutions by achieving the overall layer segmentation accuracy of 0.9375.","","","10.1109/HealthCom.2018.8531198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8531198","Convolutional neural network (CNN);Deep learning;AlexNet;Transfer learning","Retina;Tensile stress;Convolution;Image segmentation;Pathology;Computational modeling;Blindness","biomedical optical imaging;diseases;eye;feature extraction;image classification;image segmentation;learning (artificial intelligence);medical disorders;medical image processing;neural nets;optical tomography","optical coherence tomography scans;deep learning;deep convolutional neural network;structure tensor-based segmentation framework;layer segmentation accuracy;intraretinal layers;retinal OCT scans;retinal layer patches;retinal pathological syndromes","","","25","","","","","IEEE","IEEE Conferences"
"A Comparative Analysis of SVM, Naive Bayes and GBDT for Data Faults Detection in WSNs","Y. Yuan; S. Li; X. Zhang; J. Sun","Coll. of Comput. Sci. & Technol., Harbin Eng. Univ., Harbin, China; Coll. of Comput. Sci. & Technol., Harbin Eng. Univ., Harbin, China; Coll. of Comput. Sci. & Technol., Harbin Eng. Univ., Harbin, China; Coll. of Comput. Sci. & Technol., Harbin Eng. Univ., Harbin, China","2018 IEEE International Conference on Software Quality, Reliability and Security Companion (QRS-C)","","2018","","","394","399","Due to the fragility of sensor nodes, namely: vulnerability to damage, calibration, unstable communication links, limited carrying energy, and being vulnerable to environmental influences, sensor nodes in wireless sensor networks are prone to fault. In this paper, we mainly focus on noise fault, short-term fault, and fixed fault caused by low battery and calibration. In recent years, a large number of machine learning-based algorithms have been proposed for the anomaly detection of wireless sensor networks. In this paper, we compare and analyze the performance of Support Vector Machine (SVM), Naive Bayes, and Gradient Lifting Decision Tree (GBDT) in identifying and classifying fault. We introduce a comparative study of the above methods on experimental data sets. Experiments show that GBDT algorithm obtains a better fault detection rate.","","","10.1109/QRS-C.2018.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8432003","WSNs;Faults Detection;Machine Learning;Gradient Boosting Decision Tree","Conferences;Software quality;Software reliability;Security","Bayes methods;decision trees;fault diagnosis;learning (artificial intelligence);support vector machines;telecommunication links;wireless sensor networks","GBDT algorithm;fault detection rate;SVM;Naive Bayes;data faults detection;sensor nodes;unstable communication links;environmental influences;wireless sensor networks;noise fault;calibration;anomaly detection;Support Vector Machine;machine learning;Gradient Lifting Decision Tree","","1","12","","","","","IEEE","IEEE Conferences"
"Applying machine learning classifiers to dynamic Android malware detection at scale","B. Amos; H. Turner; J. White","Dept. of Electrical and Computer Engineering, Virginia Tech, Blacksburg, USA; Dept. of Electrical and Computer Engineering, Virginia Tech, Blacksburg, USA; Dept. of Electrical and Computer Engineering, Virginia Tech, Blacksburg, USA","2013 9th International Wireless Communications and Mobile Computing Conference (IWCMC)","","2013","","","1666","1671","The widespread adoption and contextually sensitive nature of smartphone devices has increased concerns over smartphone malware. Machine learning classifiers are a current method for detecting malicious applications on smartphone systems. This paper presents the evaluation of a number of existing classifiers, using a dataset containing thousands of real (i.e. not synthetic) applications. We also present our STREAM framework, which was developed to enable rapid large-scale validation of mobile malware machine learning classifiers.","","","10.1109/IWCMC.2013.6583806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6583806","anomaly detection;machine learning;data collection;smartphones;mobile computing;IDS","Malware;Vectors;Testing;Androids;Humanoid robots;Training;Mobile communication","invasive software;learning (artificial intelligence);mobile computing;pattern classification;smart phones","machine learning classifiers;dynamic Android malware detection;smartphone devices;smartphone malware;malicious applications;STREAM framework;rapid large-scale validation;mobile malware machine learning classifiers","","62","30","","","","","IEEE","IEEE Conferences"
"COMEX: Identifying Mislabeled Human Behavioral Context Data Using Visual Analytics","H. Mansoor; W. Gerych; L. Buquicchio; K. Chandrasekaran; E. Agu; E. Rundensteiner","Worcester Polytechnic Institute; Worcester Polytechnic Institute; Worcester Polytechnic Institute; Worcester Polytechnic Institute; Worcester Polytechnic Institute; Worcester Polytechnic Institute","2019 IEEE 43rd Annual Computer Software and Applications Conference (COMPSAC)","","2019","2","","233","238","Context-Aware (CA) systems that adapt their behavior based on their users' current context have broad applications in areas from healthcare to smart environments. Context Recognition (CR) is currently solved using machine and deep learning approaches that require realistic datasets with ground truth labels collected ""in-the-wild"" as users live their lives. In such studies, users periodically label their current context (current activity, body position, and location) while a mobile app continuously gathers sensor data. Unfortunately, users sometimes assign wrong or incomplete context labels, reducing the quality of the labeled dataset; and causing lower classification accuracy. We present COMEX, an interactive visual analytics tool that assists analysts in identifying instances of mislabeled context data to improve the quality of CA datasets. For this, we first provide a conceptual categorization of mislabeling error types. Thereafter we develop linked visualizations, augmented by anomaly scores indicating suspected labeling issues, which provide richer insights into the diverse characteristics of the target dataset. We validate our approach on an open source dataset that contains context information for 60 participants gathered over several days using smartphones. With the help of COMEX, participants of our case study identified numerous mislabelled instances in the dataset. We re-ran the classification task after excluding mislabelled data and saw improvements in classification accuracy.","","","10.1109/COMPSAC.2019.10212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8754418","Human Context, Context Recognition, Interactive Visualizations, Mislabeled data, Machine Learning","Data visualization;Smart phones;Labeling;Tools;Visualization;Machine learning;Task analysis","behavioural sciences computing;data analysis;data visualisation;learning (artificial intelligence);mobile computing;pattern classification;smart phones","deep learning approaches;ground truth labels;mobile app;sensor data;COMEX;interactive visual analytics tool;CA datasets;open source dataset;context information;mislabeled human behavioral context data;smart environments;context recognition;classification accuracy;context-aware systems;smartphones","","","14","","","","","IEEE","IEEE Conferences"
"A Hybrid Approach to Cleansing Software Measurement Data","T. M. Khoshgoftaar; J. V. Hulse; C. Seiffert","Florida Atlantic University, USA; NA; NA","2006 18th IEEE International Conference on Tools with Artificial Intelligence (ICTAI'06)","","2006","","","713","722","Data is extremely important in empirical software engineering. Techniques that provide insight into potential anomalies or inaccuracies in a dataset are becoming an increasingly important way for a data analyst to cope with flawed data. We present a novel hybrid procedure for quantitative outcome correction along with controlled experiments using a real-world software measurement dataset to demonstrate the usefulness of our technique. Instances that are deemed to be noisy relative to the dependent variable, which represents the number of faults recorded in the program module, are cleansed by replacing the original value with a more appropriate alternative value","","","10.1109/ICTAI.2006.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4031964","","Software measurement;Data mining;Software engineering;Data analysis;Databases;Application software;Information systems;Machine learning;Mathematical model;Software quality","data integrity;software quality","software measurement data cleansing;empirical software engineering;dataset anomalies;dataset inaccuracies;data analyst;flawed data;quantitative outcome correction;real-world software measurement dataset;program module","","3","12","","","","","IEEE","IEEE Conferences"
"Adaptive Anomaly Identification by Exploring Metric Subspace in Cloud Computing Infrastructures","Q. Guan; S. Fu","Dept. of Comput. Sci. & Eng., Univ. of North Texas, Denton, TX, USA; Dept. of Comput. Sci. & Eng., Univ. of North Texas, Denton, TX, USA","2013 IEEE 32nd International Symposium on Reliable Distributed Systems","","2013","","","205","214","Cloud computing has become increasingly popular by obviating the need for users to own and maintain complex computing infrastructures. However, due to their inherent complexity and large scale, production cloud computing systems are prone to various runtime problems caused by hardware and software faults and environmental factors. Autonomic anomaly detection is a crucial technique for understanding emergent, cloud-wide phenomena and self-managing cloud resources for system-level dependability assurance. To detect anomalous cloud behaviors, we need to monitor the cloud execution and collect runtime cloud performance data. These data consist of values of performance metrics for different types of failures, which display different correlations with the performance metrics. In this paper, we present an adaptive anomaly identification mechanism that explores the most relevant principal components of different failure types in cloud computing infrastructures. It integrates the cloud performance metric analysis with filtering techniques to achieve automated, efficient, and accurate anomaly identification. The proposed mechanism adapts itself by recursively learning from the newly verified detection results to refine future detections. We have implemented a prototype of the anomaly identification system and conducted experiments in an on-campus cloud computing environment and by using the Google data center traces. Our experimental results show that our mechanism can achieve more efficient and accurate anomaly detection than other existing schemes.","","","10.1109/SRDS.2013.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6656276","Cloud computing;Dependable systems;Failure detection;Autonomic management;Learning algorithms","Measurement;Correlation;Cloud computing;Servers;Virtual machining;Time series analysis;Virtual machine monitors","cloud computing;fault tolerant computing;formal verification;learning (artificial intelligence);resource allocation;system monitoring;system recovery","production cloud computing system;runtime problem;hardware fault;software fault;environmental factor;emergent cloud-wide phenomena;self-managing cloud resource;system-level dependability assurance;anomalous cloud behavior detection;cloud execution monitor;runtime cloud performance data collection;failure type;cloud performance metric analysis;filtering technique;adaptive mechanism;recursive learning;detection result verification;anomaly identification system;on-campus cloud computing environment;Google data center traces;complexity;complex computing infrastructure;cloud computing infrastructure;metric subspace exploration;adaptive anomaly identification","","48","43","","","","","IEEE","IEEE Conferences"
"Toward a Smart Real Time Monitoring System for Drinking Water Based on Machine Learning","D. Jalal; T. Ezzedine","Communication System Laboratory Sys'Com, National Engineering School of Tunis, University Tunis El Manar,BP 37, Belvedere, Tunis,Tunisia,1002; Communication System Laboratory Sys'Com, National Engineering School of Tunis, University Tunis El Manar,BP 37, Belvedere, Tunis,Tunisia,1002","2019 International Conference on Software, Telecommunications and Computer Networks (SoftCOM)","","2019","","","1","5","Drinking-water distribution systems facilitate to carry portable water from water resources such as reservoirs, river, and water tanks to industrial, commercial and residential consumers through complex pipe networks. This system may be affected by acts of pollution that may be intentional or accidental. Hence, it's necessary to prevent any intrusion into water distribution systems and to detect pollution as soon as possible. Therefore, water monitoring is required to maintain a good water quality for human and animal life. In this paper we intend to control the quality of the drinking-water using wireless sensor networks. First, we start with a detailed architecture of our smart system. This architecture uses a new generation of wireless sensors to detect the chemical, physical and microbiological water parameters. After, the water quality limits according to the Tunisian standard will exposed. Then we develop a new detection model of water anomalies. Our model is based on machine learning to detect anomalies and malicious acts in real time. In our solution a data aggregation method is created to minimize the amount of data and reduce the processing time.","","","10.23919/SOFTCOM.2019.8903866","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8903866","water;quality;monitoring;wireless;sensor","","hydrochemistry;hydrological techniques;learning (artificial intelligence);microorganisms;water pollution measurement;water quality;water resources;wireless sensor networks","machine learning;drinking-water distribution systems;portable water;water resources;water tanks;industrial consumers;commercial consumers;residential consumers;complex pipe networks;pollution;water monitoring;good water quality;animal life;wireless sensor networks;smart real time monitoring system;microbiological water parameters;water quality limits;detection model;water anomalies;chemical water parameter;physical water parameter;data aggregation method","","","23","","","","","IEEE","IEEE Conferences"
"Bitcoin Concepts, Threats, and Machine-Learning Security Solutions","M. Rahouti; K. Xiong; N. Ghani","Department of Electrical Engineering, University of South Florida, Tampa, FL, USA; Intelligent Computer Networking and Security Lab, University of South Florida, Tampa, FL, USA; Department of Electrical Engineering, University of South Florida, Tampa, FL, USA","IEEE Access","","2018","6","","67189","67205","The concept of Bitcoin was first introduced by an unknown individual (or a group of people) named Satoshi Nakamoto before it was released as open-source software in 2009. Bitcoin is a peer-to-peer cryptocurrency and a decentralized worldwide payment system for digital currency where transactions take place among users without any intermediary. Bitcoin transactions are performed and verified by network nodes and then registered in a public ledger called blockchain, which is maintained by network entities running Bitcoin software. To date, this cryptocurrency is worth close to U.S. $150 billion and widely traded across the world. However, as Bitcoin's popularity grows, many security concerns are coming to the forefront. Overall, Bitcoin security inevitably depends upon the distributed protocols-based stimulant-compatible proof-of-work that is being run by network entities called miners, who are anticipated to primarily maintain the blockchain (ledger). As a result, many researchers are exploring new threats to the entire system, introducing new countermeasures, and therefore anticipating new security trends. In this survey paper, we conduct an intensive study that explores key security concerns. We first start by presenting a global overview of the Bitcoin protocol as well as its major components. Next, we detail the existing threats and weaknesses of the Bitcoin system and its main technologies including the blockchain protocol. Last, we discuss current existing security studies and solutions and summarize open research challenges and trends for future research in Bitcoin security.","","","10.1109/ACCESS.2018.2874539","National Science Foundation; BBN/GPO Project 1936 through NSF/CNS Grant; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8528406","Bitcoin;blockchain;security;machine learning (ML);anomaly detection","Bitcoin;Peer-to-peer computing;Machine learning","cryptocurrencies;cryptographic protocols;electronic money;financial data processing;learning (artificial intelligence);peer-to-peer computing;security of data;transaction processing","unknown individual;open-source software;peer-to-peer cryptocurrency;decentralized worldwide payment system;Bitcoin transactions;network nodes;network entities;Bitcoin software;Bitcoin security;security trends;key security concerns;Bitcoin protocol;Bitcoin system;blockchain protocol;Bitcoin concepts;machine-learning security solutions;public ledger;distributed protocols-based stimulant-compatible proof-of-work","","4","72","","","","","IEEE","IEEE Journals"
"Identification of Security Related Bug Reports via Text Mining Using Supervised and Unsupervised Classification","K. Goseva-Popstojanova; J. Tyo","Lane Dept. of Comput. Sci. & Electr. Eng., West Virginia Univ., Morgantown, WV, USA; Lane Dept. of Comput. Sci. & Electr. Eng., West Virginia Univ., Morgantown, WV, USA","2018 IEEE International Conference on Software Quality, Reliability and Security (QRS)","","2018","","","344","355","While many prior works used text mining for automating different tasks related to software bug reports, few works considered the security aspects. This paper is focused on automated classification of software bug reports to security and not-security related, using both supervised and unsupervised approaches. For both approaches, three types of feature vectors are used. For supervised learning, we experiment with multiple classifiers and training sets with different sizes. Furthermore, we propose a novel unsupervised approach based on anomaly detection. The evaluation is based on three NASA datasets. The results showed that supervised classification is affected more by the learning algorithms than by feature vectors and training only on 25% of the data provides as good results as training on 90% of the data. The supervised learning slightly outperforms the unsupervised learning, at the expense of labeling the training set. In general, datasets with more security information lead to better performance.","","","10.1109/QRS.2018.00047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424985","software vulnerability, security bug reports, classification, supervised learning, unsupervised learning, anomaly detection","Computer bugs;Security;Software;Training;Text mining;Machine learning algorithms;Measurement","data mining;pattern classification;program debugging;text analysis;unsupervised learning","learning algorithms;feature vectors;supervised learning;unsupervised learning;security related bug reports;text mining;unsupervised classification;software bug reports;not-security;multiple classifiers","","1","29","","","","","IEEE","IEEE Conferences"
"Neuromorphic Architecture for the Hierarchical Temporal Memory","A. M. Zyarah; D. Kudithipudi","Department of Computer Engineering, Rochester Institute of Technology, Rochester, NY, USA; Department of Computer Engineering, Rochester Institute of Technology, Rochester, NY, USA","IEEE Transactions on Emerging Topics in Computational Intelligence","","2019","3","1","4","14","A biomimetic machine intelligence algorithm that holds promise in creating invariant representations of spatiotemporal input streams is the hierarchical temporal memory (HTM). This unsupervised online algorithm has been demonstrated on several machine-learning tasks, including anomaly detection. Significant effort has been made in formalizing and applying the HTM algorithm to different classes of problems. There are few early explorations of the HTM hardware architecture, especially for the earlier version of the spatial pooler of HTM algorithm. In this paper, we present a full-scale HTM architecture for both spatial pooler and temporal memory. Synthetic synapse design is proposed to address the potential and dynamic interconnections occurring during learning. The architecture is interweaved with parallel cells and columns that enable high processing speed for the HTM. The proposed architecture is verified for two different datasets: MNIST and the European number plate font (EUNF), with and without the presence of noise. The spatial pooler architecture is synthesized on Xilinx ZYNQ-7, with 91.16% classification accuracy for MNIST and 90% accuracy for EUNF, with noise. For the temporal memory sequence prediction, firstand second-order predictions are observed for a 5-number long sequence generated from EUNF dataset and 95% accuracy is obtained. Moreover, the proposed hardware architecture offers 1364× speedup over the software realization. These results indicate that the proposed architecture can serve as a digital core to build the HTM in hardware and eventually as a standalone self-learning system.","","","10.1109/TETCI.2018.2850314","Seagate; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8620601","Hierarchical temporal memory (HTM);cortical learning algorithm (CLA);spatial pooler (SP);temporal memory (TM)","Synapses;Computer architecture;Hardware;Neuromorphics;Task analysis;Prediction algorithms;Computational intelligence","biology computing;biomimetics;learning (artificial intelligence)","neuromorphic architecture;hierarchical temporal memory;biomimetic machine intelligence algorithm;invariant representations;spatiotemporal input streams;unsupervised online algorithm;machine-learning tasks;anomaly detection;HTM hardware architecture;full-scale HTM architecture;European number plate font;EUNF;temporal memory sequence prediction;self-learning system","","1","25","","","","","IEEE","IEEE Journals"
"An Outlier Mining-Based Method for Anomaly Detection","N. Wu; L. Shi; Q. Jiang; F. Weng","Software School, Xiamen University, Xiamen, China 361005. E-mail: xmukr@163.com; Software School, Xiamen University, Xiamen, China 361005. E-mail: xmukr@163.com; Software School, Xiamen University, Xiamen, China 361005. E-mail: xmukr@163.com; Software School, Xiamen University, Xiamen, China 361005. E-mail: xmukr@163.com","2007 International Workshop on Anti-Counterfeiting, Security and Identification (ASID)","","2007","","","152","156","In this paper, a new technology is proposed to solve anomaly detection problems of the high false positive rate or hard to build the model of normal behavior, etc. What our technology based on is the similarity between outliers and intrusions. So we proposed a new outlier mining algorithm based on index tree to detect intrusions. The algorithm improves on the HilOut algorithm to avoid the complex generation of Hilbert value. It calculates the upper and lower bound of the weight of each record with r-region and index tree to avoid unnecessary distance calculation. The algorithm is easy to implement, and more suitable to detect intrusions in the audit data. We have performed many experiments on the KDDCup99 dataset to validate the effect of TreeOut and obtain good results.","","","10.1109/IWASID.2007.373717","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4244803","Anomaly detection;Outlier Mining;Index tree","Machine learning algorithms;Intrusion detection;Clustering algorithms;Data mining;Credit cards;Electronic mail;Data security;Information security;Power system security;Internet","data mining;Internet;security of data;trees (mathematics)","outlier mining-based method;anomaly detection;index tree;intrusion detection;HilOut algorithm;KDDCup99 dataset;Internet","","2","7","","","","","IEEE","IEEE Conferences"
